feature_code,year,measurement,units,value,alcohol_condition,hospital_activity,type_of_hospital,hb_assign
S12000019,2018/2019,count,stays,90,Harmful Use,stays,general acute hospital,S08000024
S12000019,2018/2019,count,stays,111,Acute Intoxication,stays,general acute hospital,S08000024
S12000019,2011/2012,count,stays,51,Withdrawal state,stays,general acute hospital,S08000024
S12000019,2009/2010,count,stays,36,Withdrawal state,stays,general acute hospital,S08000024
S12000019,2014/2015,count,stays,39,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2011/2012,count,stays,36,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2015/2016,count,stays,39,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2013/2014,count,stays,54,Withdrawal state,stays,general acute hospital,S08000024
S12000019,2012/2013,count,stays,36,Withdrawal state,stays,general acute hospital,S08000024
S12000019,2017/2018,count,stays,30,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2012/2013,count,stays,48,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2013/2014,count,stays,45,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2016/2017,count,stays,51,Withdrawal state,stays,general acute hospital,S08000024
S12000019,2010/2011,count,stays,48,Withdrawal state,stays,general acute hospital,S08000024
S12000019,2017/2018,count,stays,96,Cirrhosis,stays,general acute hospital,S08000024
S12000019,2015/2016,count,stays,69,Cirrhosis,stays,general acute hospital,S08000024
S12000019,2011/2012,count,stays,48,Cirrhosis,stays,general acute hospital,S08000024
S12000019,2009/2010,count,stays,48,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2010/2011,count,stays,72,Cirrhosis,stays,general acute hospital,S08000024
S12000019,2016/2017,count,stays,24,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2018/2019,count,stays,42,Withdrawal state,stays,general acute hospital,S08000024
S12000019,2010/2011,count,stays,42,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2009/2010,count,stays,177,Harmful Use,stays,general acute hospital,S08000024
S12000019,2015/2016,count,stays,168,Harmful Use,stays,general acute hospital,S08000024
S12000019,2010/2011,count,stays,147,Harmful Use,stays,general acute hospital,S08000024
S12000019,2011/2012,count,stays,150,Harmful Use,stays,general acute hospital,S08000024
S12000019,2012/2013,count,stays,171,Harmful Use,stays,general acute hospital,S08000024
S12000019,2018/2019,count,stays,12,Unspecified,stays,general acute hospital,S08000024
S12000019,2010/2011,count,stays,39,Unspecified,stays,general acute hospital,S08000024
S12000019,2009/2010,count,stays,30,Unspecified,stays,general acute hospital,S08000024
S12000019,2013/2014,count,stays,18,Unspecified,stays,general acute hospital,S08000024
S12000019,2014/2015,count,stays,168,Harmful Use,stays,general acute hospital,S08000024
S12000019,2018/2019,count,stays,18,Alcohol Dependence syndrome,stays,general acute hospital,S08000024
S12000019,2013/2014,count,stays,165,Harmful Use,stays,general acute hospital,S08000024
S12000019,2012/2013,count,stays,15,Unspecified,stays,general acute hospital,S08000024
S12000019,2016/2017,count,stays,144,Harmful Use,stays,general acute hospital,S08000024
S12000018,2011/2012,count,stays,108,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2012/2013,count,stays,66,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2014/2015,count,stays,87,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2010/2011,count,stays,105,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2016/2017,count,stays,60,Unspecified,stays,general acute hospital,S08000031
S12000018,2017/2018,count,stays,51,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2015/2016,count,stays,66,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2009/2010,count,stays,90,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2018/2019,count,stays,51,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000018,2016/2017,count,stays,54,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2018/2019,count,stays,39,Unspecified,stays,general acute hospital,S08000031
S12000018,2009/2010,count,stays,276,Harmful Use,stays,general acute hospital,S08000031
S12000018,2015/2016,count,stays,165,Withdrawal state,stays,general acute hospital,S08000031
S12000018,2015/2016,count,stays,372,Harmful Use,stays,general acute hospital,S08000031
S12000018,2017/2018,count,stays,183,Withdrawal state,stays,general acute hospital,S08000031
S12000018,2009/2010,count,stays,60,Withdrawal state,stays,general acute hospital,S08000031
S12000018,2014/2015,count,stays,117,Withdrawal state,stays,general acute hospital,S08000031
S12000018,2010/2011,count,stays,267,Harmful Use,stays,general acute hospital,S08000031
S12000018,2018/2019,count,stays,330,Harmful Use,stays,general acute hospital,S08000031
S12000018,2018/2019,count,stays,228,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2014/2015,count,stays,315,Harmful Use,stays,general acute hospital,S08000031
S12000018,2013/2014,count,stays,237,Harmful Use,stays,general acute hospital,S08000031
S12000018,2010/2011,count,stays,105,Withdrawal state,stays,general acute hospital,S08000031
S12000018,2016/2017,count,stays,156,Withdrawal state,stays,general acute hospital,S08000031
S12000018,2011/2012,count,stays,78,Withdrawal state,stays,general acute hospital,S08000031
S12000018,2011/2012,count,stays,321,Harmful Use,stays,general acute hospital,S08000031
S12000018,2012/2013,count,stays,207,Harmful Use,stays,general acute hospital,S08000031
S12000018,2013/2014,count,stays,108,Withdrawal state,stays,general acute hospital,S08000031
S12000018,2012/2013,count,stays,93,Withdrawal state,stays,general acute hospital,S08000031
S12000017,2012/2013,count,stays,195,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000017,2011/2012,count,stays,186,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000017,2013/2014,count,stays,174,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000017,2010/2011,count,stays,168,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000017,2012/2013,count,stays,387,Acute Intoxication,stays,general acute hospital,S08000022
S12000017,2014/2015,count,stays,138,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000017,2009/2010,count,stays,396,Acute Intoxication,stays,general acute hospital,S08000022
S12000017,2011/2012,count,stays,420,Acute Intoxication,stays,general acute hospital,S08000022
S12000017,2009/2010,count,stays,207,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000017,2018/2019,count,stays,153,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000017,2017/2018,count,stays,84,Unspecified,stays,general acute hospital,S08000022
S12000017,2016/2017,count,stays,111,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000017,2014/2015,count,stays,339,Acute Intoxication,stays,general acute hospital,S08000022
S12000017,2015/2016,count,stays,93,Unspecified,stays,general acute hospital,S08000022
S12000017,2013/2014,count,stays,399,Acute Intoxication,stays,general acute hospital,S08000022
S12000017,2010/2011,count,stays,351,Acute Intoxication,stays,general acute hospital,S08000022
S12000017,2015/2016,count,stays,147,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000017,2015/2016,count,stays,276,Acute Intoxication,stays,general acute hospital,S08000022
S12000017,2017/2018,count,stays,123,Toxic Effects of Alcohol,stays,general acute hospital,S08000022
S12000018,2018/2019,count,stays,99,Cirrhosis,stays,general acute hospital,S08000031
S12000017,2016/2017,count,stays,258,Acute Intoxication,stays,general acute hospital,S08000022
S12000017,2017/2018,count,stays,570,Harmful Use,stays,general acute hospital,S08000022
S12000017,2017/2018,count,stays,267,Acute Intoxication,stays,general acute hospital,S08000022
S12000018,2017/2018,count,stays,75,Unspecified,stays,general acute hospital,S08000031
S12000018,2018/2019,count,stays,75,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2014/2015,count,stays,69,Unspecified,stays,general acute hospital,S08000031
S12000018,2015/2016,count,stays,84,Unspecified,stays,general acute hospital,S08000031
S12000018,2013/2014,count,stays,84,Toxic Effects of Alcohol,stays,general acute hospital,S08000031
S12000018,2012/2013,count,stays,42,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000018,2009/2010,count,stays,51,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000018,2016/2017,count,stays,75,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000018,2010/2011,count,stays,51,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000018,2013/2014,count,stays,36,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000018,2011/2012,count,stays,78,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000018,2014/2015,count,stays,69,Alcohol Dependence syndrome,stays,general acute hospital,S08000031
S12000018,2013/2014,count,stays,45,Cirrhosis,stays,general acute hospital,S08000031
S12000018,2015/2016,count,stays,231,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2014/2015,count,stays,297,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2013/2014,count,stays,87,Unspecified,stays,general acute hospital,S08000031
S12000018,2009/2010,count,stays,102,Unspecified,stays,general acute hospital,S08000031
S12000018,2012/2013,count,stays,72,Unspecified,stays,general acute hospital,S08000031
S12000018,2011/2012,count,stays,87,Unspecified,stays,general acute hospital,S08000031
S12000018,2016/2017,count,stays,324,Harmful Use,stays,general acute hospital,S08000031
S12000018,2017/2018,count,stays,303,Harmful Use,stays,general acute hospital,S08000031
S12000018,2018/2019,count,stays,168,Withdrawal state,stays,general acute hospital,S08000031
S12000018,2010/2011,count,stays,261,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2010/2011,count,stays,63,Unspecified,stays,general acute hospital,S08000031
S12000018,2013/2014,count,stays,261,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2009/2010,count,stays,27,Cirrhosis,stays,general acute hospital,S08000031
S12000018,2016/2017,count,stays,216,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2016/2017,count,stays,78,Cirrhosis,stays,general acute hospital,S08000031
S12000018,2014/2015,count,stays,81,Cirrhosis,stays,general acute hospital,S08000031
S12000018,2010/2011,count,stays,18,Cirrhosis,stays,general acute hospital,S08000031
S12000018,2017/2018,count,stays,189,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2009/2010,count,stays,267,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2012/2013,count,stays,246,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2011/2012,count,stays,27,Cirrhosis,stays,general acute hospital,S08000031
S12000018,2012/2013,count,stays,24,Cirrhosis,stays,general acute hospital,S08000031
S12000018,2015/2016,count,stays,81,Cirrhosis,stays,general acute hospital,S08000031
S12000018,2011/2012,count,stays,348,Acute Intoxication,stays,general acute hospital,S08000031
S12000018,2017/2018,count,stays,75,Cirrhosis,stays,general acute hospital,S08000031
S12000021,2015/2016,count,stays,177,Withdrawal state,stays,general acute hospital,S08000015
S12000021,2018/2019,count,stays,252,Harmful Use,stays,general acute hospital,S08000015
S12000021,2017/2018,count,stays,216,Withdrawal state,stays,general acute hospital,S08000015
S12000021,2016/2017,count,stays,102,Unspecified,stays,general acute hospital,S08000015
S12000021,2013/2014,count,stays,183,Alcohol Dependence syndrome,stays,general acute hospital,S08000015
S12000021,2018/2019,count,stays,330,Acute Intoxication,stays,general acute hospital,S08000015
S12000021,2018/2019,count,stays,216,Alcohol Dependence syndrome,stays,general acute hospital,S08000015
S12000021,2013/2014,count,stays,75,Unspecified,stays,general acute hospital,S08000015
S12000021,2015/2016,count,stays,366,Harmful Use,stays,general acute hospital,S08000015
S12000021,2014/2015,count,stays,138,Unspecified,stays,general acute hospital,S08000015
S12000021,2009/2010,count,stays,129,Withdrawal state,stays,general acute hospital,S08000015
S12000021,2014/2015,count,stays,129,Withdrawal state,stays,general acute hospital,S08000015
S12000021,2016/2017,count,stays,219,Withdrawal state,stays,general acute hospital,S08000015
S12000021,2018/2019,count,stays,105,Cirrhosis,stays,general acute hospital,S08000015
S12000021,2016/2017,count,stays,111,Cirrhosis,stays,general acute hospital,S08000015
S12000021,2012/2013,count,stays,345,Harmful Use,stays,general acute hospital,S08000015
S12000021,2015/2016,count,stays,108,Unspecified,stays,general acute hospital,S08000015
S12000021,2017/2018,count,stays,108,Unspecified,stays,general acute hospital,S08000015
S12000021,2011/2012,count,stays,42,Cirrhosis,stays,general acute hospital,S08000015
S12000021,2017/2018,count,stays,249,Alcohol Dependence syndrome,stays,general acute hospital,S08000015
S12000021,2014/2015,count,stays,69,Cirrhosis,stays,general acute hospital,S08000015
S12000020,2017/2018,count,stays,33,Unspecified,stays,general acute hospital,S08000020
S12000020,2018/2019,count,stays,21,Unspecified,stays,general acute hospital,S08000020
S12000020,2015/2016,count,stays,24,Unspecified,stays,general acute hospital,S08000020
S12000020,2014/2015,count,stays,24,Unspecified,stays,general acute hospital,S08000020
S12000021,2014/2015,count,stays,363,Harmful Use,stays,general acute hospital,S08000015
S12000021,2018/2019,count,stays,213,Withdrawal state,stays,general acute hospital,S08000015
S12000021,2011/2012,count,stays,132,Unspecified,stays,general acute hospital,S08000015
S12000021,2010/2011,count,stays,123,Unspecified,stays,general acute hospital,S08000015
S12000021,2012/2013,count,stays,84,Unspecified,stays,general acute hospital,S08000015
S12000021,2017/2018,count,stays,291,Harmful Use,stays,general acute hospital,S08000015
S12000021,2011/2012,count,stays,213,Toxic Effects of Alcohol,stays,general acute hospital,S08000015
S12000021,2017/2018,count,stays,90,Toxic Effects of Alcohol,stays,general acute hospital,S08000015
S12000021,2013/2014,count,stays,168,Toxic Effects of Alcohol,stays,general acute hospital,S08000015
S12000021,2010/2011,count,stays,639,Harmful Use,stays,general acute hospital,S08000015
S12000021,2009/2010,count,stays,612,Harmful Use,stays,general acute hospital,S08000015
