_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,SIMD,SIMDQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
202,2010/11,"",All Inpatients and Daycases, d,S08000029,"",All SIMDs, d,72594,"",57298,"",233316,"",227455,"",3.21,"",3.97,"",34938,""
203,2010/11,"",All Inpatients and Daycases, d,S08000029,"","",:,281,"",204,"",884,"",990,"",3.15,"",4.85,"",192,""
204,2010/11,"",All Inpatients and Daycases, d,S08000030,"",1,"",18889,"",15513,"",81429,"",82884,"",4.31,"",5.34,"",10551,""
205,2010/11,"",All Inpatients and Daycases, d,S08000030,"",2,"",16847,"",13801,"",73043,"",73775,"",4.34,"",5.35,"",9314,""
206,2010/11,"",All Inpatients and Daycases, d,S08000030,"",3,"",17345,"",14323,"",74564,"",78327,"",4.3,"",5.47,"",9978,""
207,2010/11,"",All Inpatients and Daycases, d,S08000030,"",4,"",25882,"",21649,"",105665,"",108665,"",4.08,"",5.02,"",15021,""
208,2010/11,"",All Inpatients and Daycases, d,S08000030,"",5,"",16029,"",13431,"",64351,"",65485,"",4.01,"",4.88,"",9580,""
209,2010/11,"",All Inpatients and Daycases, d,S08000030,"",All SIMDs, d,95548,"",79177,"",400677,"",410825,"",4.19,"",5.19,"",54882,""
210,2010/11,"",All Inpatients and Daycases, d,S08000030,"","",:,556,"",460,"",1625,"",1689,"",2.92,"",3.67,"",438,""
211,2010/11,"",All Inpatients and Daycases, d,S08000031,"",1,"",174492,"",141236,"",617697,"",611733,"",3.54,"",4.33,"",82121,""
212,2010/11,"",All Inpatients and Daycases, d,S08000031,"",2,"",82575,"",67770,"",292362,"",283976,"",3.54,"",4.19,"",39499,""
213,2010/11,"",All Inpatients and Daycases, d,S08000031,"",3,"",61091,"",50944,"",191755,"",187292,"",3.14,"",3.68,"",30772,""
214,2010/11,"",All Inpatients and Daycases, d,S08000031,"",4,"",52994,"",45248,"",161725,"",158245,"",3.05,"",3.5,"",26670,""
215,2010/11,"",All Inpatients and Daycases, d,S08000031,"",5,"",61329,"",51860,"",178581,"",176437,"",2.91,"",3.4,"",30353,""
216,2010/11,"",All Inpatients and Daycases, d,S08000031,"",All SIMDs, d,433975,"",358175,"",1446775,"",1421932,"",3.33,"",3.97,"",210432,""
217,2010/11,"",All Inpatients and Daycases, d,S08000031,"","",:,1494,"",1117,"",4655,"",4249,"",3.12,"",3.8,"",1017,""
218,2010/11,"",All Inpatients and Daycases, d,S08000032,"",1,"",46553,"",36241,"",141991,"",145386,"",3.05,"",4.01,"",22193,""
219,2010/11,"",All Inpatients and Daycases, d,S08000032,"",2,"",42868,"",33480,"",139109,"",141707,"",3.25,"",4.23,"",20896,""
220,2010/11,"",All Inpatients and Daycases, d,S08000032,"",3,"",29130,"",23162,"",92672,"",94451,"",3.18,"",4.08,"",14891,""
221,2010/11,"",All Inpatients and Daycases, d,S08000032,"",4,"",15220,"",12296,"",43606,"",45015,"",2.87,"",3.66,"",8108,""
222,2010/11,"",All Inpatients and Daycases, d,S08000032,"",5,"",12075,"",10094,"",32142,"",32846,"",2.66,"",3.25,"",6778,""
223,2010/11,"",All Inpatients and Daycases, d,S08000032,"",All SIMDs, d,146078,"",115454,"",450146,"",460047,"",3.08,"",3.98,"",73034,""
224,2010/11,"",All Inpatients and Daycases, d,S08000032,"","",:,232,"",181,"",626,"",642,"",2.7,"",3.55,"",168,""
225,2010/11,"",All Inpatients and Daycases, d,SB0801,"",1,"",6434,"",3904,"",12874,"",12175,"",2,"",3.12,"",4162,""
226,2010/11,"",All Inpatients and Daycases, d,SB0801,"",2,"",5228,"",3262,"",11374,"",11008,"",2.18,"",3.37,"",3365,""
227,2010/11,"",All Inpatients and Daycases, d,SB0801,"",3,"",4462,"",2918,"",9984,"",9720,"",2.24,"",3.33,"",2946,""
228,2010/11,"",All Inpatients and Daycases, d,SB0801,"",4,"",3600,"",2303,"",8056,"",7393,"",2.24,"",3.21,"",2326,""
229,2010/11,"",All Inpatients and Daycases, d,SB0801,"",5,"",3463,"",2303,"",6531,"",6318,"",1.89,"",2.74,"",2270,""
230,2010/11,"",All Inpatients and Daycases, d,SB0801,"",All SIMDs, d,23258,"",14721,"",48986,"",46756,"",2.11,"",3.18,"",15124,""
231,2010/11,"",All Inpatients and Daycases, d,SB0801,"","",:,71,"",31,"",167,"",142,"",2.35,"",4.58,"",55,""
232,2010/11,"",All Inpatients and Daycases, d,S27000001,"",1,"",735,"",578,"",9501,"",4581,"",12.93,"",7.93,"",690,""
233,2010/11,"",All Inpatients and Daycases, d,S27000001,"",2,"",850,"",705,"",9815,"",5103,"",11.55,"",7.24,"",796,""
234,2010/11,"",All Inpatients and Daycases, d,S27000001,"",3,"",706,"",590,"",7624,"",4473,"",10.8,"",7.58,"",652,""
235,2010/11,"",All Inpatients and Daycases, d,S27000001,"",4,"",625,"",500,"",6983,"",2894,"",11.17,"",5.79,"",586,""
236,2010/11,"",All Inpatients and Daycases, d,S27000001,"",5,"",663,"",566,"",6120,"",3647,"",9.23,"",6.44,"",623,""
237,2010/11,"",All Inpatients and Daycases, d,S27000001,"",All SIMDs, d,3598,"",2957,"",40153,"",20779,"",11.16,"",7.03,"",3366,""
238,2010/11,"",All Inpatients and Daycases, d,S27000001,"","",:,19,"",15,"",110,"",81,"",5.79,"",5.4,"",19,""
239,2010/11,"",Day case,"",S92000003, d,1,"",103513,"",100323,"",0,"",5,"",0,"",0,"",68741,""
240,2010/11,"",Day case,"",S92000003, d,2,"",95503,"",93481,"",0,"",5,"",0,"",0,"",61873,""
241,2010/11,"",Day case,"",S92000003, d,3,"",86955,"",85504,"",0,"",10,"",0,"",0,"",57567,""
242,2010/11,"",Day case,"",S92000003, d,4,"",78834,"",77768,"",0,"",5,"",0,"",0,"",51910,""
243,2010/11,"",Day case,"",S92000003, d,5,"",77515,"",76427,"",0,"",5,"",0,"",0,"",48675,""
244,2010/11,"",Day case,"",S92000003, d,All SIMDs, d,443082,"",434239,"",0,"",32,"",0,"",0,"",289310,""
245,2010/11,"",Day case,"",S92000003, d,"",:,762,"",736,"",0,"",0,"",0,"",0,"",544,""
246,2010/11,"",Day case,"",S08000015,"",1,"",10558,"",10093,"",0,"",5,"",0,"",0,"",7210,""
247,2010/11,"",Day case,"",S08000015,"",2,"",10763,"",10432,"",0,"",0,"",0,"",0,"",6858,""
248,2010/11,"",Day case,"",S08000015,"",3,"",5733,"",5576,"",0,"",0,"",0,"",0,"",3544,""
249,2010/11,"",Day case,"",S08000015,"",4,"",4907,"",4787,"",0,"",0,"",0,"",0,"",3212,""
250,2010/11,"",Day case,"",S08000015,"",5,"",4246,"",4155,"",0,"",0,"",0,"",0,"",2574,""
251,2010/11,"",Day case,"",S08000015,"",All SIMDs, d,36218,"",35051,"",0,"",5,"",0,"",0,"",23408,""
252,2010/11,"",Day case,"",S08000015,"","",:,11,"",10,"",0,"",0,"",0,"",0,"",10,""
253,2010/11,"",Day case,"",S08000016,"",1,"",289,"",288,"",0,"",0,"",0,"",0,"",220,""
254,2010/11,"",Day case,"",S08000016,"",2,"",953,"",950,"",0,"",0,"",0,"",0,"",631,""
255,2010/11,"",Day case,"",S08000016,"",3,"",1786,"",1783,"",0,"",0,"",0,"",0,"",1173,""
256,2010/11,"",Day case,"",S08000016,"",4,"",2602,"",2593,"",0,"",0,"",0,"",0,"",1628,""
257,2010/11,"",Day case,"",S08000016,"",5,"",348,"",347,"",0,"",0,"",0,"",0,"",229,""
258,2010/11,"",Day case,"",S08000016,"",All SIMDs, d,6282,"",6264,"",0,"",0,"",0,"",0,"",4074,""
259,2010/11,"",Day case,"",S08000016,"","",:,304,"",303,"",0,"",0,"",0,"",0,"",193,""
260,2010/11,"",Day case,"",S08000017,"",1,"",1005,"",985,"",0,"",0,"",0,"",0,"",810,""
261,2010/11,"",Day case,"",S08000017,"",2,"",3144,"",3049,"",0,"",0,"",0,"",0,"",2528,""
262,2010/11,"",Day case,"",S08000017,"",3,"",5266,"",5131,"",0,"",0,"",0,"",0,"",4250,""
263,2010/11,"",Day case,"",S08000017,"",4,"",3031,"",2974,"",0,"",0,"",0,"",0,"",2362,""
264,2010/11,"",Day case,"",S08000017,"",5,"",1010,"",988,"",0,"",0,"",0,"",0,"",795,""
265,2010/11,"",Day case,"",S08000017,"",All SIMDs, d,13482,"",13150,"",0,"",0,"",0,"",0,"",10766,""
266,2010/11,"",Day case,"",S08000017,"","",:,25,"",25,"",0,"",0,"",0,"",0,"",21,""
267,2010/11,"",Day case,"",S08000019,"",1,"",1576,"",1572,"",0,"",0,"",0,"",0,"",1348,""
268,2010/11,"",Day case,"",S08000019,"",2,"",2340,"",2333,"",0,"",0,"",0,"",0,"",2009,""
269,2010/11,"",Day case,"",S08000019,"",3,"",1762,"",1756,"",0,"",0,"",0,"",0,"",1509,""
270,2010/11,"",Day case,"",S08000019,"",4,"",1982,"",1976,"",0,"",0,"",0,"",0,"",1648,""
271,2010/11,"",Day case,"",S08000019,"",5,"",1525,"",1520,"",0,"",0,"",0,"",0,"",1320,""
272,2010/11,"",Day case,"",S08000019,"",All SIMDs, d,9187,"",9159,"",0,"",0,"",0,"",0,"",7834,""
273,2010/11,"",Day case,"",S08000019,"","",:,0,"",0,"",0,"",0,"",0,"",0,"",0,""
274,2010/11,"",Day case,"",S08000020,"",1,"",2714,"",2698,"",0,"",0,"",0,"",0,"",2123,""
275,2010/11,"",Day case,"",S08000020,"",2,"",5748,"",5724,"",0,"",0,"",0,"",0,"",4477,""
276,2010/11,"",Day case,"",S08000020,"",3,"",9213,"",9165,"",0,"",5,"",0,"",0,"",7150,""
277,2010/11,"",Day case,"",S08000020,"",4,"",10101,"",10042,"",0,"",0,"",0,"",0,"",7823,""
278,2010/11,"",Day case,"",S08000020,"",5,"",11768,"",11716,"",0,"",5,"",0,"",0,"",8846,""
279,2010/11,"",Day case,"",S08000020,"",All SIMDs, d,39597,"",39398,"",0,"",10,"",0,"",0,"",30460,""
280,2010/11,"",Day case,"",S08000020,"","",:,53,"",53,"",0,"",0,"",0,"",0,"",41,""
281,2010/11,"",Day case,"",S08000022,"",1,"",1636,"",1628,"",0,"",0,"",0,"",0,"",1105,""
282,2010/11,"",Day case,"",S08000022,"",2,"",4600,"",4591,"",0,"",0,"",0,"",0,"",3077,""
283,2010/11,"",Day case,"",S08000022,"",3,"",7343,"",7310,"",0,"",0,"",0,"",0,"",4841,""
284,2010/11,"",Day case,"",S08000022,"",4,"",6337,"",6315,"",0,"",0,"",0,"",0,"",4082,""
285,2010/11,"",Day case,"",S08000022,"",5,"",1638,"",1630,"",0,"",0,"",0,"",0,"",1044,""
286,2010/11,"",Day case,"",S08000022,"",All SIMDs, d,21568,"",21487,"",0,"",0,"",0,"",0,"",14160,""
287,2010/11,"",Day case,"",S08000022,"","",:,14,"",13,"",0,"",0,"",0,"",0,"",11,""
288,2010/11,"",Day case,"",S08000024,"",1,"",7853,"",7798,"",0,"",0,"",0,"",0,"",5017,""
289,2010/11,"",Day case,"",S08000024,"",2,"",11800,"",11689,"",0,"",5,"",0,"",0,"",7277,""
290,2010/11,"",Day case,"",S08000024,"",3,"",11315,"",11229,"",0,"",0,"",0,"",0,"",6426,""
291,2010/11,"",Day case,"",S08000024,"",4,"",10367,"",10286,"",0,"",0,"",0,"",0,"",6055,""
292,2010/11,"",Day case,"",S08000024,"",5,"",16784,"",16663,"",0,"",0,"",0,"",0,"",8774,""
293,2010/11,"",Day case,"",S08000024,"",All SIMDs, d,58360,"",57902,"",0,"",5,"",0,"",0,"",33744,""
294,2010/11,"",Day case,"",S08000024,"","",:,241,"",237,"",0,"",0,"",0,"",0,"",195,""
295,2010/11,"",Day case,"",S08000025,"",2,"",794,"",794,"",0,"",0,"",0,"",0,"",298,""
296,2010/11,"",Day case,"",S08000025,"",3,"",838,"",837,"",0,"",0,"",0,"",0,"",292,""
297,2010/11,"",Day case,"",S08000025,"",4,"",1295,"",1293,"",0,"",0,"",0,"",0,"",725,""
298,2010/11,"",Day case,"",S08000025,"",5,"",215,"",215,"",0,"",0,"",0,"",0,"",45,""
299,2010/11,"",Day case,"",S08000025,"",All SIMDs, d,3153,"",3150,"",0,"",0,"",0,"",0,"",1363,""
300,2010/11,"",Day case,"",S08000025,"","",:,11,"",10,"",0,"",0,"",0,"",0,"",5,""
301,2010/11,"",Day case,"",S08000026,"",2,"",115,"",115,"",0,"",0,"",0,"",0,"",90,""
302,2010/11,"",Day case,"",S08000026,"",3,"",775,"",775,"",0,"",0,"",0,"",0,"",588,""
303,2010/11,"",Day case,"",S08000026,"",4,"",903,"",903,"",0,"",0,"",0,"",0,"",698,""
304,2010/11,"",Day case,"",S08000026,"",5,"",130,"",130,"",0,"",0,"",0,"",0,"",103,""
305,2010/11,"",Day case,"",S08000026,"",All SIMDs, d,1923,"",1923,"",0,"",0,"",0,"",0,"",1479,""
306,2010/11,"",Day case,"",S08000028,"",2,"",1108,"",1107,"",0,"",0,"",0,"",0,"",859,""
307,2010/11,"",Day case,"",S08000028,"",3,"",1316,"",1306,"",0,"",0,"",0,"",0,"",1054,""
308,2010/11,"",Day case,"",S08000028,"",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
309,2010/11,"",Day case,"",S08000028,"",All SIMDs, d,2426,"",2415,"",0,"",0,"",0,"",0,"",1915,""
310,2010/11,"",Day case,"",S08000028,"","",:,0,"",0,"",0,"",0,"",0,"",0,"",0,""
311,2010/11,"",Day case,"",S08000029,"",1,"",4603,"",4402,"",0,"",0,"",0,"",0,"",2646,""
312,2010/11,"",Day case,"",S08000029,"",2,"",6288,"",6029,"",0,"",0,"",0,"",0,"",3261,""
313,2010/11,"",Day case,"",S08000029,"",3,"",4514,"",4317,"",0,"",0,"",0,"",0,"",2425,""
314,2010/11,"",Day case,"",S08000029,"",4,"",3785,"",3665,"",0,"",0,"",0,"",0,"",1995,""
315,2010/11,"",Day case,"",S08000029,"",5,"",3834,"",3717,"",0,"",0,"",0,"",0,"",2011,""
316,2010/11,"",Day case,"",S08000029,"",All SIMDs, d,23032,"",22134,"",0,"",0,"",0,"",0,"",12344,""
317,2010/11,"",Day case,"",S08000029,"","",:,10,"",5,"",0,"",0,"",0,"",0,"",5,""
318,2010/11,"",Day case,"",S08000030,"",1,"",3179,"",3122,"",0,"",0,"",0,"",0,"",2655,""
319,2010/11,"",Day case,"",S08000030,"",2,"",2885,"",2850,"",0,"",0,"",0,"",0,"",2400,""
320,2010/11,"",Day case,"",S08000030,"",3,"",3196,"",3159,"",0,"",0,"",0,"",0,"",2624,""
321,2010/11,"",Day case,"",S08000030,"",4,"",5035,"",4999,"",0,"",0,"",0,"",0,"",4086,""
322,2010/11,"",Day case,"",S08000030,"",5,"",3172,"",3163,"",0,"",0,"",0,"",0,"",2614,""
323,2010/11,"",Day case,"",S08000030,"",All SIMDs, d,17476,"",17304,"",0,"",0,"",0,"",0,"",14387,""
324,2010/11,"",Day case,"",S08000030,"","",:,10,"",10,"",0,"",0,"",0,"",0,"",5,""
325,2010/11,"",Day case,"",S08000031,"",1,"",54339,"",52298,"",0,"",0,"",0,"",0,"",35095,""
326,2010/11,"",Day case,"",S08000031,"",2,"",29637,"",28721,"",0,"",0,"",0,"",0,"",17953,""
327,2010/11,"",Day case,"",S08000031,"",3,"",22775,"",22154,"",0,"",0,"",0,"",0,"",14200,""
328,2010/11,"",Day case,"",S08000031,"",4,"",21843,"",21374,"",0,"",5,"",0,"",0,"",13142,""
329,2010/11,"",Day case,"",S08000031,"",5,"",26844,"",26242,"",0,"",0,"",0,"",0,"",16159,""
330,2010/11,"",Day case,"",S08000031,"",All SIMDs, d,155504,"",150848,"",0,"",5,"",0,"",0,"",96590,""
331,2010/11,"",Day case,"",S08000031,"","",:,66,"",59,"",0,"",0,"",0,"",0,"",41,""
332,2010/11,"",Day case,"",S08000032,"",1,"",13521,"",13320,"",0,"",0,"",0,"",0,"",9082,""
333,2010/11,"",Day case,"",S08000032,"",2,"",13533,"",13363,"",0,"",0,"",0,"",0,"",9200,""
334,2010/11,"",Day case,"",S08000032,"",3,"",9615,"",9529,"",0,"",0,"",0,"",0,"",6756,""
335,2010/11,"",Day case,"",S08000032,"",4,"",5381,"",5337,"",0,"",0,"",0,"",0,"",3811,""
336,2010/11,"",Day case,"",S08000032,"",5,"",4625,"",4605,"",0,"",0,"",0,"",0,"",3305,""
337,2010/11,"",Day case,"",S08000032,"",All SIMDs, d,46685,"",46160,"",0,"",0,"",0,"",0,"",32162,""
338,2010/11,"",Day case,"",S08000032,"","",:,10,"",10,"",0,"",0,"",0,"",0,"",5,""
339,2010/11,"",Day case,"",SB0801,"",1,"",2109,"",1988,"",0,"",0,"",0,"",0,"",1992,""
340,2010/11,"",Day case,"",SB0801,"",2,"",1591,"",1528,"",0,"",0,"",0,"",0,"",1496,""
341,2010/11,"",Day case,"",SB0801,"",3,"",1372,"",1341,"",0,"",0,"",0,"",0,"",1291,""
342,2010/11,"",Day case,"",SB0801,"",4,"",1120,"",1080,"",0,"",0,"",0,"",0,"",1040,""
343,2010/11,"",Day case,"",SB0801,"",5,"",1194,"",1159,"",0,"",0,"",0,"",0,"",1126,""
344,2010/11,"",Day case,"",SB0801,"",All SIMDs, d,7394,"",7099,"",0,"",0,"",0,"",0,"",6954,""
345,2010/11,"",Day case,"",SB0801,"","",:,10,"",5,"",0,"",0,"",0,"",0,"",10,""
346,2010/11,"",Day case,"",S27000001,"",1,"",130,"",130,"",0,"",0,"",0,"",0,"",132,""
347,2010/11,"",Day case,"",S27000001,"",2,"",203,"",203,"",0,"",0,"",0,"",0,"",203,""
348,2010/11,"",Day case,"",S27000001,"",3,"",135,"",135,"",0,"",0,"",0,"",0,"",134,""
349,2010/11,"",Day case,"",S27000001,"",4,"",145,"",145,"",0,"",0,"",0,"",0,"",143,""
350,2010/11,"",Day case,"",S27000001,"",5,"",180,"",180,"",0,"",0,"",0,"",0,"",178,""
351,2010/11,"",Day case,"",S27000001,"",All SIMDs, d,795,"",795,"",0,"",0,"",0,"",0,"",790,""
352,2010/11,"",Elective,"",S92000003, d,1,"",41452,"",41237,"",144224,"",175445,"",3.48,"",4.25,"",32714,""
353,2010/11,"",Elective,"",S92000003, d,2,"",39330,"",39193,"",136200,"",175325,"",3.46,"",4.47,"",31382,""
354,2010/11,"",Elective,"",S92000003, d,3,"",37715,"",37547,"",121884,"",160705,"",3.23,"",4.28,"",30379,""
355,2010/11,"",Elective,"",S92000003, d,4,"",35300,"",35146,"",116030,"",149790,"",3.29,"",4.26,"",28339,""
356,2010/11,"",Elective,"",S92000003, d,5,"",30449,"",30396,"",96450,"",127340,"",3.17,"",4.19,"",24423,""
357,2010/11,"",Elective,"",S92000003, d,All SIMDs, d,184839,"",184099,"",616325,"",790770,"",3.33,"",4.3,"",147742,""
358,2010/11,"",Elective,"",S92000003, d,"",:,593,"",580,"",1545,"",2170,"",2.61,"",3.74,"",505,""
359,2010/11,"",Elective,"",S08000015,"",1,"",2889,"",2958,"",9194,"",10765,"",3.18,"",3.64,"",2357,""
360,2010/11,"",Elective,"",S08000015,"",2,"",3071,"",3134,"",9599,"",12185,"",3.13,"",3.89,"",2486,""
361,2010/11,"",Elective,"",S08000015,"",3,"",1643,"",1674,"",5048,"",6393,"",3.07,"",3.82,"",1315,""
362,2010/11,"",Elective,"",S08000015,"",4,"",1497,"",1525,"",4412,"",5648,"",2.95,"",3.7,"",1166,""
363,2010/11,"",Elective,"",S08000015,"",5,"",1095,"",1125,"",2925,"",3480,"",2.67,"",3.09,"",885,""
364,2010/11,"",Elective,"",S08000015,"",All SIMDs, d,10199,"",10420,"",31192,"",38485,"",3.06,"",3.69,"",8212,""
365,2010/11,"",Elective,"",S08000015,"","",:,5,"",5,"",14,"",15,"",2.8,"",3,"",5,""
366,2010/11,"",Elective,"",S08000016,"",1,"",160,"",160,"",210,"",290,"",1.31,"",1.81,"",139,""
367,2010/11,"",Elective,"",S08000016,"",2,"",472,"",468,"",757,"",1424,"",1.6,"",3.04,"",405,""
368,2010/11,"",Elective,"",S08000016,"",3,"",821,"",823,"",1306,"",2249,"",1.59,"",2.73,"",739,""
369,2010/11,"",Elective,"",S08000016,"",4,"",1086,"",1085,"",1829,"",2835,"",1.68,"",2.61,"",966,""
370,2010/11,"",Elective,"",S08000016,"",5,"",159,"",160,"",220,"",330,"",1.38,"",2.06,"",140,""
371,2010/11,"",Elective,"",S08000016,"",All SIMDs, d,2834,"",2834,"",4540,"",7500,"",1.6,"",2.65,"",2509,""
372,2010/11,"",Elective,"",S08000016,"","",:,135,"",135,"",215,"",370,"",1.59,"",2.74,"",120,""
373,2010/11,"",Elective,"",S08000017,"",1,"",305,"",300,"",862,"",921,"",2.83,"",3.07,"",276,""
374,2010/11,"",Elective,"",S08000017,"",2,"",897,"",916,"",2570,"",3963,"",2.87,"",4.33,"",793,""
375,2010/11,"",Elective,"",S08000017,"",3,"",1479,"",1498,"",3773,"",5695,"",2.55,"",3.8,"",1289,""
376,2010/11,"",Elective,"",S08000017,"",4,"",844,"",852,"",2231,"",3076,"",2.64,"",3.61,"",744,""
377,2010/11,"",Elective,"",S08000017,"",5,"",275,"",275,"",700,"",835,"",2.55,"",3.04,"",243,""
378,2010/11,"",Elective,"",S08000017,"",All SIMDs, d,3813,"",3857,"",10166,"",14541,"",2.67,"",3.77,"",3356,""
379,2010/11,"",Elective,"",S08000017,"","",:,15,"",15,"",30,"",50,"",2,"",3.33,"",11,""
380,2010/11,"",Elective,"",S08000019,"",1,"",680,"",680,"",1440,"",1945,"",2.12,"",2.86,"",640,""
381,2010/11,"",Elective,"",S08000019,"",2,"",989,"",988,"",2201,"",2965,"",2.23,"",3,"",931,""
382,2010/11,"",Elective,"",S08000019,"",3,"",791,"",793,"",2053,"",2924,"",2.6,"",3.69,"",752,""
383,2010/11,"",Elective,"",S08000019,"",4,"",733,"",738,"",1534,"",2270,"",2.09,"",3.08,"",687,""
384,2010/11,"",Elective,"",S08000019,"",5,"",685,"",686,"",1540,"",2086,"",2.25,"",3.04,"",643,""
385,2010/11,"",Elective,"",S08000019,"",All SIMDs, d,3878,"",3886,"",8775,"",12192,"",2.26,"",3.14,"",3655,""
386,2010/11,"",Elective,"",S08000019,"","",:,0,"",0,"",5,"",5,"",,z,,z,0,""
387,2010/11,"",Elective,"",S08000020,"",1,"",1143,"",1150,"",3800,"",5735,"",3.32,"",4.99,"",963,""
388,2010/11,"",Elective,"",S08000020,"",2,"",2702,"",2697,"",9229,"",13200,"",3.42,"",4.89,"",2214,""
389,2010/11,"",Elective,"",S08000020,"",3,"",4341,"",4322,"",13931,"",19505,"",3.21,"",4.51,"",3651,""
390,2010/11,"",Elective,"",S08000020,"",4,"",4956,"",4925,"",16503,"",23647,"",3.33,"",4.8,"",4147,""
391,2010/11,"",Elective,"",S08000020,"",5,"",4514,"",4498,"",14338,"",20115,"",3.18,"",4.47,"",3770,""
392,2010/11,"",Elective,"",S08000020,"",All SIMDs, d,17676,"",17610,"",57890,"",82290,"",3.28,"",4.67,"",14765,""
393,2010/11,"",Elective,"",S08000020,"","",:,20,"",20,"",90,"",88,"",4.5,"",4.4,"",20,""
394,2010/11,"",Elective,"",S08000022,"",1,"",672,"",675,"",1960,"",2913,"",2.92,"",4.32,"",564,""
395,2010/11,"",Elective,"",S08000022,"",2,"",1888,"",1866,"",6389,"",8062,"",3.38,"",4.32,"",1608,""
396,2010/11,"",Elective,"",S08000022,"",3,"",3022,"",3004,"",9902,"",14117,"",3.28,"",4.7,"",2550,""
397,2010/11,"",Elective,"",S08000022,"",4,"",2336,"",2332,"",7365,"",9503,"",3.15,"",4.08,"",1999,""
398,2010/11,"",Elective,"",S08000022,"",5,"",585,"",590,"",1845,"",2792,"",3.15,"",4.73,"",500,""
399,2010/11,"",Elective,"",S08000022,"",All SIMDs, d,8509,"",8473,"",27486,"",37413,"",3.23,"",4.42,"",7229,""
400,2010/11,"",Elective,"",S08000022,"","",:,5,"",10,"",25,"",26,"",5,"",2.6,"",5,""
401,2010/11,"",Elective,"",S08000024,"",1,"",4566,"",4520,"",18976,"",26030,"",4.16,"",5.76,"",3721,""
402,2010/11,"",Elective,"",S08000024,"",2,"",6917,"",6863,"",25918,"",37955,"",3.75,"",5.53,"",5681,""
403,2010/11,"",Elective,"",S08000024,"",3,"",6124,"",6049,"",20631,"",29970,"",3.37,"",4.95,"",4959,""
404,2010/11,"",Elective,"",S08000024,"",4,"",5908,"",5855,"",18891,"",29295,"",3.2,"",5,"",4817,""
405,2010/11,"",Elective,"",S08000024,"",5,"",7268,"",7243,"",23175,"",34310,"",3.19,"",4.74,"",5877,""
406,2010/11,"",Elective,"",S08000024,"",All SIMDs, d,31035,"",30770,"",108270,"",158495,"",3.49,"",5.15,"",25279,""
407,2010/11,"",Elective,"",S08000024,"","",:,252,"",240,"",680,"",930,"",2.7,"",3.88,"",224,""
408,2010/11,"",Elective,"",S08000025,"",2,"",45,"",45,"",98,"",100,"",2.18,"",2.22,"",37,""
409,2010/11,"",Elective,"",S08000025,"",3,"",40,"",40,"",60,"",70,"",1.5,"",1.75,"",35,""
410,2010/11,"",Elective,"",S08000025,"",4,"",86,"",85,"",175,"",245,"",2.03,"",2.88,"",78,""
411,2010/11,"",Elective,"",S08000025,"",5,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
412,2010/11,"",Elective,"",S08000025,"",All SIMDs, d,176,"",180,"",341,"",424,"",1.94,"",2.36,"",157,""
413,2010/11,"",Elective,"",S08000025,"","",:,0,"",0,"",0,"",0,"",0,"",0,"",0,""
414,2010/11,"",Elective,"",S08000026,"",2,"",20,"",20,"",80,"",80,"",4,"",4,"",20,""
415,2010/11,"",Elective,"",S08000026,"",3,"",145,"",145,"",340,"",355,"",2.34,"",2.45,"",132,""
416,2010/11,"",Elective,"",S08000026,"",4,"",145,"",145,"",375,"",390,"",2.59,"",2.69,"",125,""
417,2010/11,"",Elective,"",S08000026,"",5,"",15,"",15,"",10,"",10,"",0.67,"",0.67,"",13,""
418,2010/11,"",Elective,"",S08000026,"",All SIMDs, d,324,"",325,"",805,"",834,"",2.48,"",2.57,"",290,""
419,2010/11,"",Elective,"",S08000028,"",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
420,2010/11,"",Elective,"",S08000028,"",2,"",300,"",300,"",3607,"",3749,"",12.02,"",12.5,"",267,""
421,2010/11,"",Elective,"",S08000028,"",3,"",453,"",455,"",1190,"",1280,"",2.63,"",2.81,"",349,""
422,2010/11,"",Elective,"",S08000028,"",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
423,2010/11,"",Elective,"",S08000028,"",All SIMDs, d,753,"",752,"",4799,"",5029,"",6.37,"",6.69,"",616,""
