_id,FinancialYear,FinancialYearQF,AdmissionType,AdmissionTypeQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,Episodes,EpisodesQF,Stays,StaysQF,TotalLengthofEpisode,TotalLengthofEpisodeQF,TotalLengthofStay,TotalLengthofStayQF,AverageLengthofEpisodeRate,AverageLengthofEpisodeRateQF,AverageLengthofStayRate,AverageLengthofStayRateQF,Patients,PatientsQF
182,2010/11,"",All Inpatients, d,S08000020,"",AB,"",Geriatric Medicine,"",5752,"",3541,"",60470,"",60470,"",10.51,"",17.08,"",2862,""
183,2010/11,"",All Inpatients, d,S08000020,"",AD,"",Medical Oncology,"",739,"",733,"",4442,"",4442,"",6.01,"",6.06,"",400,""
184,2010/11,"",All Inpatients, d,S08000020,"",AF,"",Paediatrics,"",5230,"",4933,"",8660,"",8660,"",1.66,"",1.76,"",3832,""
185,2010/11,"",All Inpatients, d,S08000020,"",AG,"",Renal Medicine,"",775,"",743,"",5945,"",5945,"",7.67,"",8,"",451,""
186,2010/11,"",All Inpatients, d,S08000020,"",AH,"",Neurology,"",669,"",610,"",3863,"",3863,"",5.77,"",6.33,"",486,""
187,2010/11,"",All Inpatients, d,S08000020,"","",z,All Acute Specialties, d,78295,"",58634,"",384457,"",384457,"",4.91,"",6.56,"",37700,""
188,2010/11,"",All Inpatients, d,S08000020,"","",z,All Specialties, d,96526,"",75947,"",490597,"",490597,"",5.08,"",6.46,"",48217,""
189,2010/11,"",All Inpatients, d,S08000020,"",AM,"",Palliative Medicine,"",392,"",375,"",6824,"",6824,"",17.41,"",18.2,"",281,""
190,2010/11,"",All Inpatients, d,S08000020,"",AP,"",Rehabilitation Medicine,"",904,"",815,"",35793,"",35793,"",39.59,"",43.92,"",796,""
191,2010/11,"",All Inpatients, d,S08000020,"",AQ,"",Respiratory Medicine,"",2129,"",1836,"",10093,"",10093,"",4.74,"",5.5,"",1407,""
192,2010/11,"",All Inpatients, d,S08000020,"",AR,"",Rheumatology,"",85,"",80,"",724,"",724,"",8.52,"",9.05,"",65,""
193,2010/11,"",All Inpatients, d,S08000020,"",C1,"",General Surgery,"",12934,"",9966,"",53311,"",53311,"",4.12,"",5.35,"",8066,""
194,2010/11,"",All Inpatients, d,S08000020,"",C2,"",Accident & Emergency,"",3815,"",3791,"",3016,"",3016,"",0.79,"",0.8,"",3384,""
195,2010/11,"",All Inpatients, d,S08000020,"",C3,"",Anaesthetics,"",741,"",670,"",3216,"",3216,"",4.34,"",4.8,"",657,""
196,2010/11,"",All Inpatients, d,S08000020,"",C4,"",Cardiothoracic Surgery,"",2745,"",998,"",9598,"",9598,"",3.5,"",9.62,"",849,""
197,2010/11,"",All Inpatients, d,S08000020,"",C5,"","Ear, Nose & Throat (ENT)","",1467,"",1420,"",3018,"",3018,"",2.06,"",2.13,"",1264,""
198,2010/11,"",All Inpatients, d,S08000020,"",C6,"",Neurosurgery,"",1475,"",1015,"",7143,"",7143,"",4.84,"",7.04,"",878,""
199,2010/11,"",All Inpatients, d,S08000020,"",C7,"",Ophthalmology,"",729,"",732,"",1934,"",1934,"",2.65,"",2.64,"",576,""
200,2010/11,"",All Inpatients, d,S08000020,"",C8,"",Trauma and Orthopaedic Surgery,"",7813,"",7310,"",37895,"",37895,"",4.85,"",5.18,"",6538,""
201,2010/11,"",All Inpatients, d,S08000020,"",C9,"",Plastic Surgery,"",1276,"",1271,"",3745,"",3745,"",2.93,"",2.95,"",1165,""
202,2010/11,"",All Inpatients, d,S08000020,"",CA,"",Paediatric Surgery,"",1122,"",1012,"",2072,"",2072,"",1.85,"",2.05,"",853,""
203,2010/11,"",All Inpatients, d,S08000020,"",CB,"",Urology,"",2870,"",2798,"",9057,"",9057,"",3.16,"",3.24,"",2064,""
204,2010/11,"",All Inpatients, d,S08000020,"","",z,Community Grouping,d,4479,"",4143,"",83023,"",83023,"",18.54,"",20.04,"",3230,""
205,2010/11,"",All Inpatients, d,S08000020,"",D1,"",Community Dental Practice,"",5,"",5,"",0,"",0,"",0,"",0,"",5,""
206,2010/11,"",All Inpatients, d,S08000020,"",D3,"",Oral Surgery,"",555,"",460,"",1735,"",1735,"",3.13,"",3.77,"",411,""
207,2010/11,"",All Inpatients, d,S08000020,"","",z,Dental Grouping,d,559,"",465,"",1734,"",1734,"",3.1,"",3.73,"",415,""
208,2010/11,"",All Inpatients, d,S08000020,"",E12,"",GP Other than Obstetrics,"",4479,"",4143,"",83023,"",83023,"",18.54,"",20.04,"",3230,""
209,2010/11,"",All Inpatients, d,S08000020,"","",z,Emergency Grouping,d,3815,"",3791,"",3016,"",3016,"",0.79,"",0.8,"",3384,""
210,2010/11,"",All Inpatients, d,S08000020,"",F2,"",Gynaecology,"",3026,"",2969,"",7635,"",7635,"",2.52,"",2.57,"",2633,""
211,2010/11,"",All Inpatients, d,S08000020,"",H2,"",Clinical Oncology,"",682,"",683,"",4509,"",4509,"",6.61,"",6.6,"",391,""
212,2010/11,"",All Inpatients, d,S08000020,"",J4,"",Haematology,"",550,"",539,"",6656,"",6656,"",12.1,"",12.35,"",326,""
213,2010/11,"",All Inpatients, d,S08000020,"",J5,"",Immunology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
214,2010/11,"",All Inpatients, d,S08000020,"","",z,Medical Grouping,d,46245,"",32454,"",255540,"",255540,"",5.53,"",7.87,"",20487,""
215,2010/11,"",All Inpatients, d,S08000020,"","",z,Paediatrics Grouping,d,6352,"",5945,"",10732,"",10732,"",1.69,"",1.81,"",4559,""
216,2010/11,"",All Inpatients, d,S08000020,"","",z,Surgery Grouping,d,32050,"",26180,"",128917,"",128917,"",4.02,"",4.92,"",21026,""
217,2010/11,"",All Inpatients, d,S08000020,"","",z,Women and Newborn Grouping,d,3026,"",2969,"",7635,"",7635,"",2.52,"",2.57,"",2633,""
218,2010/11,"",All Inpatients, d,S08000022,"",A1,"",General Medicine,"",17707,"",12835,"",60251,"",60251,"",3.4,"",4.69,"",9481,""
219,2010/11,"",All Inpatients, d,S08000022,"",A2,"",Cardiology,"",20,"",20,"",45,"",45,"",2.25,"",2.25,"",16,""
220,2010/11,"",All Inpatients, d,S08000022,"",A7,"",Dermatology,"",30,"",25,"",286,"",286,"",9.53,"",11.44,"",23,""
221,2010/11,"",All Inpatients, d,S08000022,"",AB,"",Geriatric Medicine,"",1168,"",946,"",29541,"",29541,"",25.29,"",31.23,"",839,""
222,2010/11,"",All Inpatients, d,S08000022,"",AF,"",Paediatrics,"",2245,"",2225,"",3910,"",3910,"",1.74,"",1.76,"",1760,""
223,2010/11,"",All Inpatients, d,S08000022,"",AG,"",Renal Medicine,"",0,"",0,"",5,"",5,"",,z,,z,0,""
224,2010/11,"",All Inpatients, d,S08000022,"",AH,"",Neurology,"",22,"",21,"",65,"",67,"",2.95,"",3.19,"",13,""
225,2010/11,"",All Inpatients, d,S08000022,"","",z,All Acute Specialties, d,39062,"",31581,"",184427,"",184427,"",4.72,"",5.84,"",20939,""
226,2010/11,"",All Inpatients, d,S08000022,"","",z,All Specialties, d,48733,"",40919,"",259221,"",259221,"",5.32,"",6.33,"",26450,""
227,2010/11,"",All Inpatients, d,S08000022,"",AM,"",Palliative Medicine,"",35,"",32,"",965,"",965,"",27.57,"",30.16,"",30,""
228,2010/11,"",All Inpatients, d,S08000022,"",AP,"",Rehabilitation Medicine,"",433,"",390,"",12538,"",12538,"",28.96,"",32.15,"",351,""
229,2010/11,"",All Inpatients, d,S08000022,"",AQ,"",Respiratory Medicine,"",1610,"",1346,"",10602,"",10602,"",6.59,"",7.88,"",1099,""
230,2010/11,"",All Inpatients, d,S08000022,"",AR,"",Rheumatology,"",304,"",297,"",3395,"",3397,"",11.17,"",11.44,"",226,""
231,2010/11,"",All Inpatients, d,S08000022,"",C1,"",General Surgery,"",10762,"",9085,"",36768,"",36768,"",3.42,"",4.05,"",7351,""
232,2010/11,"",All Inpatients, d,S08000022,"",C3,"",Anaesthetics,"",25,"",35,"",15,"",15,"",0.6,"",0.43,"",17,""
233,2010/11,"",All Inpatients, d,S08000022,"",C5,"","Ear, Nose & Throat (ENT)","",1222,"",1180,"",2275,"",2275,"",1.86,"",1.93,"",1056,""
234,2010/11,"",All Inpatients, d,S08000022,"",C7,"",Ophthalmology,"",354,"",354,"",911,"",911,"",2.57,"",2.57,"",320,""
235,2010/11,"",All Inpatients, d,S08000022,"",C8,"",Trauma and Orthopaedic Surgery,"",3564,"",3403,"",18441,"",18441,"",5.17,"",5.42,"",3099,""
236,2010/11,"",All Inpatients, d,S08000022,"",C9,"",Plastic Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
237,2010/11,"",All Inpatients, d,S08000022,"",CA,"",Paediatric Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
238,2010/11,"",All Inpatients, d,S08000022,"",CB,"",Urology,"",1155,"",974,"",3361,"",3361,"",2.91,"",3.45,"",778,""
239,2010/11,"",All Inpatients, d,S08000022,"","",z,Community Grouping,d,6354,"",6053,"",67715,"",67715,"",10.66,"",11.19,"",4506,""
240,2010/11,"",All Inpatients, d,S08000022,"",D1,"",Community Dental Practice,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
241,2010/11,"",All Inpatients, d,S08000022,"",D3,"",Oral Surgery,"",25,"",20,"",87,"",87,"",3.48,"",4.35,"",21,""
242,2010/11,"",All Inpatients, d,S08000022,"","",z,Dental Grouping,d,24,"",22,"",87,"",87,"",3.62,"",3.95,"",22,""
243,2010/11,"",All Inpatients, d,S08000022,"",E12,"",GP Other than Obstetrics,"",6354,"",6053,"",67715,"",67715,"",10.66,"",11.19,"",4506,""
244,2010/11,"",All Inpatients, d,S08000022,"",F2,"",Gynaecology,"",1044,"",1035,"",3075,"",3075,"",2.95,"",2.97,"",937,""
245,2010/11,"",All Inpatients, d,S08000022,"",H2,"",Clinical Oncology,"",420,"",417,"",3011,"",3011,"",7.17,"",7.22,"",258,""
246,2010/11,"",All Inpatients, d,S08000022,"",J4,"",Haematology,"",229,"",218,"",1943,"",1943,"",8.48,"",8.91,"",119,""
247,2010/11,"",All Inpatients, d,S08000022,"","",z,Medical Grouping,d,21976,"",16547,"",122649,"",122649,"",5.58,"",7.41,"",10723,""
248,2010/11,"",All Inpatients, d,S08000022,"","",z,Paediatrics Grouping,d,2249,"",2228,"",3917,"",3917,"",1.74,"",1.76,"",1764,""
249,2010/11,"",All Inpatients, d,S08000022,"","",z,Surgery Grouping,d,17086,"",15034,"",61778,"",61778,"",3.62,"",4.11,"",12037,""
250,2010/11,"",All Inpatients, d,S08000022,"","",z,Women and Newborn Grouping,d,1044,"",1035,"",3075,"",3075,"",2.95,"",2.97,"",937,""
251,2010/11,"",All Inpatients, d,S08000024,"",A1,"",General Medicine,"",41878,"",34071,"",124128,"",124128,"",2.96,"",3.64,"",24861,""
252,2010/11,"",All Inpatients, d,S08000024,"",A2,"",Cardiology,"",6519,"",4925,"",20377,"",20377,"",3.13,"",4.14,"",4357,""
253,2010/11,"",All Inpatients, d,S08000024,"",A6,"",Infectious Diseases,"",1312,"",1243,"",10739,"",10739,"",8.19,"",8.64,"",1099,""
254,2010/11,"",All Inpatients, d,S08000024,"",A7,"",Dermatology,"",205,"",200,"",3140,"",3140,"",15.32,"",15.7,"",177,""
255,2010/11,"",All Inpatients, d,S08000024,"",A8,"",Endocrinology & Diabetes,"",115,"",110,"",270,"",270,"",2.35,"",2.45,"",98,""
256,2010/11,"",All Inpatients, d,S08000024,"",A9,"",Gastroenterology,"",3659,"",2904,"",18808,"",18808,"",5.14,"",6.48,"",2155,""
257,2010/11,"",All Inpatients, d,S08000024,"",AB,"",Geriatric Medicine,"",7831,"",6440,"",196129,"",196129,"",25.05,"",30.45,"",4977,""
258,2010/11,"",All Inpatients, d,S08000024,"",AD,"",Medical Oncology,"",1414,"",1355,"",7153,"",7153,"",5.06,"",5.28,"",730,""
259,2010/11,"",All Inpatients, d,S08000024,"",AF,"",Paediatrics,"",6229,"",5861,"",9378,"",9378,"",1.51,"",1.6,"",4674,""
260,2010/11,"",All Inpatients, d,S08000024,"",AG,"",Renal Medicine,"",1532,"",1005,"",7571,"",7571,"",4.94,"",7.53,"",533,""
261,2010/11,"",All Inpatients, d,S08000024,"",AH,"",Neurology,"",1591,"",1232,"",7407,"",7407,"",4.66,"",6.01,"",966,""
262,2010/11,"",All Inpatients, d,S08000024,"","",z,All Acute Specialties, d,138100,"",111340,"",762398,"",762398,"",5.52,"",6.85,"",64861,""
263,2010/11,"",All Inpatients, d,S08000024,"","",z,All Specialties, d,154071,"",126706,"",790470,"",790470,"",5.13,"",6.24,"",74737,""
264,2010/11,"",All Inpatients, d,S08000024,"",AM,"",Palliative Medicine,"",1084,"",1075,"",16994,"",16994,"",15.68,"",15.81,"",865,""
265,2010/11,"",All Inpatients, d,S08000024,"",AP,"",Rehabilitation Medicine,"",1584,"",1383,"",75847,"",75847,"",47.88,"",54.84,"",1289,""
266,2010/11,"",All Inpatients, d,S08000024,"",AQ,"",Respiratory Medicine,"",6545,"",6108,"",30617,"",30617,"",4.68,"",5.01,"",4774,""
267,2010/11,"",All Inpatients, d,S08000024,"",AR,"",Rheumatology,"",276,"",268,"",2369,"",2369,"",8.58,"",8.84,"",238,""
268,2010/11,"",All Inpatients, d,S08000024,"",C1,"",General Surgery,"",23790,"",18412,"",84063,"",84063,"",3.53,"",4.57,"",14656,""
269,2010/11,"",All Inpatients, d,S08000024,"",C2,"",Accident & Emergency,"",4080,"",4059,"",1958,"",1958,"",0.48,"",0.48,"",3407,""
270,2010/11,"",All Inpatients, d,S08000024,"",C3,"",Anaesthetics,"",4614,"",3736,"",15155,"",15155,"",3.28,"",4.06,"",3571,""
271,2010/11,"",All Inpatients, d,S08000024,"",C4,"",Cardiothoracic Surgery,"",5468,"",2058,"",16439,"",16439,"",3.01,"",7.99,"",1689,""
272,2010/11,"",All Inpatients, d,S08000024,"",C5,"","Ear, Nose & Throat (ENT)","",2877,"",2741,"",6022,"",6022,"",2.09,"",2.2,"",2410,""
273,2010/11,"",All Inpatients, d,S08000024,"",C6,"",Neurosurgery,"",3419,"",2088,"",13299,"",13299,"",3.89,"",6.37,"",1838,""
274,2010/11,"",All Inpatients, d,S08000024,"",C7,"",Ophthalmology,"",1111,"",952,"",2051,"",2051,"",1.85,"",2.15,"",812,""
275,2010/11,"",All Inpatients, d,S08000024,"",C8,"",Trauma and Orthopaedic Surgery,"",9494,"",8456,"",53954,"",53954,"",5.68,"",6.38,"",7742,""
276,2010/11,"",All Inpatients, d,S08000024,"",C9,"",Plastic Surgery,"",3254,"",3077,"",8963,"",8963,"",2.75,"",2.91,"",2801,""
277,2010/11,"",All Inpatients, d,S08000024,"",CA,"",Paediatric Surgery,"",1575,"",1434,"",3845,"",3844,"",2.44,"",2.68,"",1183,""
278,2010/11,"",All Inpatients, d,S08000024,"",CB,"",Urology,"",4412,"",3715,"",14852,"",14852,"",3.37,"",4,"",2872,""
279,2010/11,"",All Inpatients, d,S08000024,"","",z,Community Grouping,d,313,"",302,"",4956,"",4956,"",15.83,"",16.41,"",205,""
280,2010/11,"",All Inpatients, d,S08000024,"",D3,"",Oral Surgery,"",28,"",28,"",5,"",5,"",0.18,"",0.18,"",28,""
281,2010/11,"",All Inpatients, d,S08000024,"",D8,"",Paediatric Dentistry,"",20,"",21,"",25,"",24,"",1.25,"",1.14,"",21,""
282,2010/11,"",All Inpatients, d,S08000024,"","",z,Dental Grouping,d,28,"",28,"",5,"",5,"",0.18,"",0.18,"",28,""
283,2010/11,"",All Inpatients, d,S08000024,"",E12,"",GP Other than Obstetrics,"",313,"",302,"",4956,"",4956,"",15.83,"",16.41,"",205,""
284,2010/11,"",All Inpatients, d,S08000024,"","",z,Emergency Grouping,d,4080,"",4059,"",1958,"",1958,"",0.48,"",0.48,"",3407,""
285,2010/11,"",All Inpatients, d,S08000024,"",F2,"",Gynaecology,"",3726,"",3661,"",7907,"",7907,"",2.12,"",2.16,"",3226,""
286,2010/11,"",All Inpatients, d,S08000024,"",H1,"",Clinical Radiology,"",5,"",10,"",5,"",5,"",1,"",0.5,"",5,""
287,2010/11,"",All Inpatients, d,S08000024,"",H2,"",Clinical Oncology,"",2049,"",1996,"",14291,"",14291,"",6.97,"",7.16,"",1271,""
288,2010/11,"",All Inpatients, d,S08000024,"",J4,"",Haematology,"",2059,"",1782,"",11754,"",11754,"",5.71,"",6.6,"",753,""
289,2010/11,"",All Inpatients, d,S08000024,"","",z,Medical Grouping,d,79661,"",66105,"",547600,"",547600,"",6.87,"",8.28,"",37639,""
290,2010/11,"",All Inpatients, d,S08000024,"","",z,Paediatrics Grouping,d,7824,"",7316,"",13246,"",13246,"",1.69,"",1.81,"",5748,""
291,2010/11,"",All Inpatients, d,S08000024,"","",z,Surgery Grouping,d,58439,"",45235,"",214798,"",214798,"",3.68,"",4.75,"",35125,""
292,2010/11,"",All Inpatients, d,S08000024,"","",z,Women and Newborn Grouping,d,3726,"",3661,"",7907,"",7907,"",2.12,"",2.16,"",3226,""
293,2010/11,"",All Inpatients, d,S08000025,"",AB,"",Geriatric Medicine,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
294,2010/11,"",All Inpatients, d,S08000025,"",AD,"",Medical Oncology,"",20,"",20,"",110,"",110,"",5.5,"",5.5,"",12,""
295,2010/11,"",All Inpatients, d,S08000025,"",AG,"",Renal Medicine,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
296,2010/11,"",All Inpatients, d,S08000025,"","",z,All Acute Specialties, d,812,"",808,"",2702,"",2702,"",3.33,"",3.34,"",679,""
297,2010/11,"",All Inpatients, d,S08000025,"","",z,All Specialties, d,1993,"",1892,"",12570,"",12570,"",6.31,"",6.64,"",1340,""
298,2010/11,"",All Inpatients, d,S08000025,"",C1,"",General Surgery,"",771,"",765,"",2578,"",2578,"",3.34,"",3.37,"",652,""
299,2010/11,"",All Inpatients, d,S08000025,"",C3,"",Anaesthetics,"",5,"",5,"",0,"",0,"",0,"",0,"",0,""
300,2010/11,"",All Inpatients, d,S08000025,"",C5,"","Ear, Nose & Throat (ENT)","",15,"",14,"",10,"",10,"",0.67,"",0.71,"",14,""
301,2010/11,"",All Inpatients, d,S08000025,"",C7,"",Ophthalmology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
302,2010/11,"",All Inpatients, d,S08000025,"",C8,"",Trauma and Orthopaedic Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
303,2010/11,"",All Inpatients, d,S08000025,"","",z,Community Grouping,d,1178,"",1081,"",9864,"",9864,"",8.37,"",9.12,"",786,""
304,2010/11,"",All Inpatients, d,S08000025,"",D3,"",Oral Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
305,2010/11,"",All Inpatients, d,S08000025,"","",z,Dental Grouping,d,5,"",5,"",5,"",5,"",1,"",1,"",5,""
306,2010/11,"",All Inpatients, d,S08000025,"",E12,"",GP Other than Obstetrics,"",1178,"",1081,"",9864,"",9864,"",8.37,"",9.12,"",786,""
307,2010/11,"",All Inpatients, d,S08000025,"","",z,Medical Grouping,d,20,"",21,"",110,"",110,"",5.5,"",5.24,"",12,""
308,2010/11,"",All Inpatients, d,S08000025,"","",z,Surgery Grouping,d,792,"",787,"",2594,"",2594,"",3.28,"",3.3,"",669,""
309,2010/11,"",All Inpatients, d,S08000026,"",A1,"",General Medicine,"",1200,"",1187,"",5820,"",5819,"",4.85,"",4.9,"",861,""
310,2010/11,"",All Inpatients, d,S08000026,"",AB,"",Geriatric Medicine,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
311,2010/11,"",All Inpatients, d,S08000026,"","",z,All Acute Specialties, d,2263,"",2238,"",10263,"",10263,"",4.54,"",4.59,"",1640,""
312,2010/11,"",All Inpatients, d,S08000026,"","",z,All Specialties, d,2287,"",2262,"",10310,"",10310,"",4.51,"",4.56,"",1662,""
313,2010/11,"",All Inpatients, d,S08000026,"",C1,"",General Surgery,"",989,"",976,"",4388,"",4388,"",4.44,"",4.5,"",822,""
314,2010/11,"",All Inpatients, d,S08000026,"",C3,"",Anaesthetics,"",18,"",18,"",20,"",20,"",1.11,"",1.11,"",15,""
315,2010/11,"",All Inpatients, d,S08000026,"",C5,"","Ear, Nose & Throat (ENT)","",48,"",48,"",28,"",28,"",0.58,"",0.58,"",47,""
316,2010/11,"",All Inpatients, d,S08000026,"",C7,"",Ophthalmology,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
317,2010/11,"",All Inpatients, d,S08000026,"",C8,"",Trauma and Orthopaedic Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
318,2010/11,"",All Inpatients, d,S08000026,"","",z,Community Grouping,d,20,"",20,"",41,"",41,"",2.05,"",2.05,"",18,""
319,2010/11,"",All Inpatients, d,S08000026,"",D3,"",Oral Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
320,2010/11,"",All Inpatients, d,S08000026,"","",z,Dental Grouping,d,5,"",5,"",5,"",5,"",1,"",1,"",5,""
321,2010/11,"",All Inpatients, d,S08000026,"",E12,"",GP Other than Obstetrics,"",20,"",20,"",41,"",41,"",2.05,"",2.05,"",18,""
322,2010/11,"",All Inpatients, d,S08000026,"","",z,Medical Grouping,d,1200,"",1187,"",5820,"",5819,"",4.85,"",4.9,"",861,""
323,2010/11,"",All Inpatients, d,S08000026,"","",z,Surgery Grouping,d,1064,"",1051,"",4444,"",4444,"",4.18,"",4.23,"",886,""
324,2010/11,"",All Inpatients, d,S08000028,"",A1,"",General Medicine,"",1645,"",1285,"",14438,"",14438,"",8.78,"",11.24,"",942,""
325,2010/11,"",All Inpatients, d,S08000028,"",A2,"",Cardiology,"",25,"",21,"",60,"",62,"",2.4,"",2.95,"",21,""
326,2010/11,"",All Inpatients, d,S08000028,"",A7,"",Dermatology,"",15,"",13,"",130,"",130,"",8.67,"",10,"",13,""
327,2010/11,"",All Inpatients, d,S08000028,"",AB,"",Geriatric Medicine,"",16,"",14,"",320,"",320,"",20,"",22.86,"",14,""
328,2010/11,"",All Inpatients, d,S08000028,"",AD,"",Medical Oncology,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
329,2010/11,"",All Inpatients, d,S08000028,"",AF,"",Paediatrics,"",105,"",105,"",93,"",93,"",0.89,"",0.89,"",92,""
330,2010/11,"",All Inpatients, d,S08000028,"","",z,All Acute Specialties, d,3096,"",2567,"",22680,"",22680,"",7.33,"",8.84,"",1882,""
331,2010/11,"",All Inpatients, d,S08000028,"","",z,All Specialties, d,4023,"",3469,"",32512,"",32512,"",8.08,"",9.37,"",2418,""
332,2010/11,"",All Inpatients, d,S08000028,"",AP,"",Rehabilitation Medicine,"",15,"",10,"",470,"",472,"",31.33,"",47.2,"",10,""
333,2010/11,"",All Inpatients, d,S08000028,"",C1,"",General Surgery,"",942,"",843,"",4022,"",4022,"",4.27,"",4.77,"",713,""
334,2010/11,"",All Inpatients, d,S08000028,"",C3,"",Anaesthetics,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
335,2010/11,"",All Inpatients, d,S08000028,"",C5,"","Ear, Nose & Throat (ENT)","",30,"",30,"",25,"",26,"",0.83,"",0.87,"",27,""
336,2010/11,"",All Inpatients, d,S08000028,"",C7,"",Ophthalmology,"",30,"",30,"",35,"",34,"",1.17,"",1.13,"",26,""
337,2010/11,"",All Inpatients, d,S08000028,"",C8,"",Trauma and Orthopaedic Surgery,"",362,"",301,"",3127,"",3127,"",8.64,"",10.39,"",273,""
338,2010/11,"",All Inpatients, d,S08000028,"",CB,"",Urology,"",20,"",20,"",49,"",49,"",2.45,"",2.45,"",18,""
339,2010/11,"",All Inpatients, d,S08000028,"","",z,Community Grouping,d,698,"",675,"",9313,"",9313,"",13.34,"",13.8,"",421,""
340,2010/11,"",All Inpatients, d,S08000028,"",D3,"",Oral Surgery,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
341,2010/11,"",All Inpatients, d,S08000028,"",D4,"",Oral Medicine,"",5,"",5,"",5,"",5,"",1,"",1,"",5,""
342,2010/11,"",All Inpatients, d,S08000028,"","",z,Dental Grouping,d,10,"",10,"",10,"",10,"",1,"",1,"",10,""
343,2010/11,"",All Inpatients, d,S08000028,"",E12,"",GP Other than Obstetrics,"",698,"",675,"",9313,"",9313,"",13.34,"",13.8,"",421,""
344,2010/11,"",All Inpatients, d,S08000028,"",F2,"",Gynaecology,"",115,"",112,"",415,"",416,"",3.61,"",3.71,"",108,""
345,2010/11,"",All Inpatients, d,S08000028,"","",z,Medical Grouping,d,1712,"",1343,"",15422,"",15422,"",9.01,"",11.48,"",977,""
346,2010/11,"",All Inpatients, d,S08000028,"","",z,Paediatrics Grouping,d,105,"",105,"",93,"",93,"",0.89,"",0.89,"",92,""
347,2010/11,"",All Inpatients, d,S08000028,"","",z,Surgery Grouping,d,1384,"",1224,"",7258,"",7258,"",5.24,"",5.93,"",1037,""
348,2010/11,"",All Inpatients, d,S08000028,"","",z,Women and Newborn Grouping,d,115,"",112,"",415,"",416,"",3.61,"",3.71,"",108,""
349,2010/11,"",All Inpatients, d,S08000029,"",A1,"",General Medicine,"",21700,"",16340,"",65855,"",65855,"",3.03,"",4.03,"",12026,""
350,2010/11,"",All Inpatients, d,S08000029,"",A2,"",Cardiology,"",2119,"",1792,"",7770,"",7770,"",3.67,"",4.34,"",1547,""
351,2010/11,"",All Inpatients, d,S08000029,"",A6,"",Infectious Diseases,"",438,"",428,"",3614,"",3614,"",8.25,"",8.44,"",404,""
352,2010/11,"",All Inpatients, d,S08000029,"",A7,"",Dermatology,"",5,"",5,"",35,"",35,"",7,"",7,"",5,""
353,2010/11,"",All Inpatients, d,S08000029,"",A8,"",Endocrinology & Diabetes,"",0,"",0,"",0,"",0,"",0,"",0,"",0,""
354,2010/11,"",All Inpatients, d,S08000029,"",A9,"",Gastroenterology,"",60,"",488,"",85,"",83,"",1.42,"",0.17,"",56,""
355,2010/11,"",All Inpatients, d,S08000029,"",AB,"",Geriatric Medicine,"",2402,"",1939,"",40817,"",40817,"",16.99,"",21.05,"",1717,""
356,2010/11,"",All Inpatients, d,S08000029,"",AD,"",Medical Oncology,"",38,"",42,"",142,"",142,"",3.74,"",3.38,"",34,""
357,2010/11,"",All Inpatients, d,S08000029,"",AF,"",Paediatrics,"",1902,"",1883,"",3290,"",3290,"",1.73,"",1.75,"",1500,""
358,2010/11,"",All Inpatients, d,S08000029,"",AG,"",Renal Medicine,"",364,"",331,"",3885,"",3885,"",10.67,"",11.74,"",196,""
359,2010/11,"",All Inpatients, d,S08000029,"",AH,"",Neurology,"",5,"",5,"",50,"",50,"",10,"",10,"",5,""
