id,financial_year,admission_type,hb,age,sex,episodes,stays,total_lengthof_episode,total_lengthof_stay,average_lengthof_episode_rate,average_lengthof_stay_rate,patients,age_factor
3679,2010/11,Elective,S92000003,45-49 years,All Sexes,12985,12965,38650,44320,2.98,3.42,10660,45-49 years
3680,2010/11,Elective,S92000003,45-49 years,Female,8029,8025,23291,26494,2.9,3.3,6658,45-49 years
3681,2010/11,Elective,S92000003,45-49 years,Male,4956,4940,15359,17825,3.1,3.61,4002,45-49 years
3682,2010/11,Elective,S92000003,5-9 years,All Sexes,2974,3048,5200,6485,1.75,2.13,2381,5-9 years
3683,2010/11,Elective,S92000003,5-9 years,Female,1355,1393,2450,3250,1.81,2.33,1052,5-9 years
3684,2010/11,Elective,S92000003,5-9 years,Male,1620,1655,2750,3240,1.7,1.96,1329,5-9 years
3685,2010/11,Elective,S92000003,50-54 years,All Sexes,14536,14446,43645,53445,3,3.7,11642,50-54 years
3686,2010/11,Elective,S92000003,50-54 years,Female,8343,8314,25150,30265,3.01,3.64,6843,50-54 years
3687,2010/11,Elective,S92000003,50-54 years,Male,6193,6132,18494,23180,2.99,3.78,4799,50-54 years
3688,2010/11,Elective,S92000003,55-59 years,All Sexes,16244,16177,52978,67840,3.26,4.19,12747,55-59 years
3689,2010/11,Elective,S92000003,55-59 years,Female,8706,8695,29359,35470,3.37,4.08,6954,55-59 years
3690,2010/11,Elective,S92000003,55-59 years,Male,7538,7485,23619,32370,3.13,4.32,5793,55-59 years
3691,2010/11,Elective,S92000003,60-64 years,All Sexes,20710,20644,72795,92565,3.51,4.48,16021,60-64 years
3692,2010/11,Elective,S92000003,60-64 years,Female,10523,10500,40475,48131,3.85,4.58,8312,60-64 years
3693,2010/11,Elective,S92000003,60-64 years,Male,10187,10144,32320,44435,3.17,4.38,7709,60-64 years
3694,2010/11,Elective,S92000003,65-69 years,All Sexes,19580,19478,67560,91580,3.45,4.7,15160,65-69 years
3695,2010/11,Elective,S92000003,65-69 years,Female,9760,9715,34415,44056,3.53,4.53,7772,65-69 years
3696,2010/11,Elective,S92000003,65-69 years,Male,9820,9760,33150,47525,3.38,4.87,7388,65-69 years
3697,2010/11,Elective,S92000003,65 years and over,All Sexes,71904,71244,304230,408888,4.23,5.74,56234,NA
3698,2010/11,Elective,S92000003,65 years and over,Female,36643,36261,166770,214525,4.55,5.92,29328,NA
3699,2010/11,Elective,S92000003,65 years and over,Male,35261,34983,137460,194365,3.9,5.56,26906,NA
3700,2010/11,Elective,S92000003,70-74 years,All Sexes,19719,19605,73715,100230,3.74,5.11,15126,70-74 years
3701,2010/11,Elective,S92000003,70-74 years,Female,9775,9714,38980,49266,3.99,5.07,7631,70-74 years
3702,2010/11,Elective,S92000003,70-74 years,Male,9945,9891,34735,50960,3.49,5.15,7495,70-74 years
3703,2010/11,Elective,S92000003,75-79 years,All Sexes,16344,16209,73107,101385,4.47,6.25,12854,75-79 years
3704,2010/11,Elective,S92000003,75-79 years,Female,8192,8107,38680,52165,4.72,6.43,6607,75-79 years
3705,2010/11,Elective,S92000003,75-79 years,Male,8152,8102,34427,49220,4.22,6.08,6247,75-79 years
3706,2010/11,Elective,S92000003,75 years and over,All Sexes,32605,32161,162955,217080,5,6.75,25948,NA
3707,2010/11,Elective,S92000003,75 years and over,Female,17110,16831,93374,121205,5.46,7.2,13925,NA
3708,2010/11,Elective,S92000003,75 years and over,Male,15495,15330,69580,95875,4.49,6.25,12023,NA
3709,2010/11,Elective,S92000003,80-84 years,All Sexes,10169,10039,50400,67255,4.96,6.7,8127,80-84 years
3710,2010/11,Elective,S92000003,80-84 years,Female,5449,5374,29644,38655,5.44,7.19,4428,80-84 years
3711,2010/11,Elective,S92000003,80-84 years,Male,4720,4665,20755,28600,4.4,6.13,3699,80-84 years
3712,2010/11,Elective,S92000003,85-89 years,All Sexes,4677,4565,26798,33785,5.73,7.4,3815,85-89 years
3713,2010/11,Elective,S92000003,85-89 years,Female,2585,2515,16720,20245,6.47,8.05,2167,85-89 years
3714,2010/11,Elective,S92000003,85-89 years,Male,2090,2050,10075,13540,4.82,6.6,1648,85-89 years
3715,2010/11,Elective,S92000003,85 years and over,All Sexes,6092,5913,39448,48440,6.48,8.19,4967,NA
3716,2010/11,Elective,S92000003,85 years and over,Female,3469,3350,25050,30385,7.22,9.07,2890,NA
3717,2010/11,Elective,S92000003,85 years and over,Male,2623,2563,14398,18055,5.49,7.04,2077,NA
3718,2010/11,Elective,S92000003,90 years and over,All Sexes,1415,1348,12650,14655,8.94,10.87,1152,90 years and over
3719,2010/11,Elective,S92000003,90 years and over,Female,880,835,8330,10140,9.47,12.14,723,90 years and over
3720,2010/11,Elective,S92000003,90 years and over,Male,535,510,4320,4515,8.07,8.85,429,90 years and over
3721,2010/11,Elective,S92000003,All Ages,All Sexes,184839,184099,616325,790770,3.33,4.3,147742,NA
3722,2010/11,Elective,S92000003,All Ages,Female,99750,99385,344230,424385,3.45,4.27,81393,NA
3723,2010/11,Elective,S92000003,All Ages,Male,85090,84710,272095,366385,3.2,4.33,66350,NA
4866,2010/11,Emergency,S92000003,Under 18 years,All Sexes,65002,64012,97694,126053,1.5,1.97,50288,NA
4867,2010/11,Emergency,S92000003,Under 18 years,Female,29034,28634,44724,56854,1.54,1.99,22372,NA
4868,2010/11,Emergency,S92000003,Under 18 years,Male,35966,35376,52968,69197,1.47,1.96,27914,NA
4869,2010/11,Emergency,S92000003,0-4 years,All Sexes,35599,35017,51247,69680,1.44,1.99,26702,0-4 years
4870,2010/11,Emergency,S92000003,0-4 years,Female,15345,15110,22515,30675,1.47,2.03,11635,0-4 years
4871,2010/11,Emergency,S92000003,0-4 years,Male,20254,19906,28730,39006,1.42,1.96,15066,0-4 years
4872,2010/11,Emergency,S92000003,10-14 years,All Sexes,10402,10241,17083,20289,1.64,1.98,8358,10-14 years
4873,2010/11,Emergency,S92000003,10-14 years,Female,4620,4555,7965,9202,1.72,2.02,3615,10-14 years
4874,2010/11,Emergency,S92000003,10-14 years,Male,5780,5685,9118,11087,1.58,1.95,4740,10-14 years
4875,2010/11,Emergency,S92000003,15-19 years,All Sexes,16471,16285,27473,35958,1.67,2.21,13094,15-19 years
4876,2010/11,Emergency,S92000003,15-19 years,Female,8949,8858,14354,18317,1.6,2.07,6851,15-19 years
4877,2010/11,Emergency,S92000003,15-19 years,Male,7522,7427,13119,17641,1.74,2.38,6243,15-19 years
4878,2010/11,Emergency,S92000003,20-24 years,All Sexes,20393,20174,38866,47216,1.91,2.34,15897,20-24 years
4879,2010/11,Emergency,S92000003,20-24 years,Female,10972,10869,22986,24823,2.09,2.28,8291,20-24 years
4880,2010/11,Emergency,S92000003,20-24 years,Male,9420,9305,15880,22390,1.69,2.41,7605,20-24 years
4881,2010/11,Emergency,S92000003,25-29 years,All Sexes,20374,20155,35566,52177,1.75,2.59,15492,25-29 years
4882,2010/11,Emergency,S92000003,25-29 years,Female,11139,11030,19132,26415,1.72,2.39,8320,25-29 years
4883,2010/11,Emergency,S92000003,25-29 years,Male,9235,9125,16434,25762,1.78,2.82,7172,25-29 years
4884,2010/11,Emergency,S92000003,30-34 years,All Sexes,18961,18727,35662,53481,1.88,2.86,14391,30-34 years
4885,2010/11,Emergency,S92000003,30-34 years,Female,9919,9812,17972,26232,1.81,2.67,7507,30-34 years
4886,2010/11,Emergency,S92000003,30-34 years,Male,9042,8915,17690,27249,1.96,3.06,6884,30-34 years
4887,2010/11,Emergency,S92000003,35-39 years,All Sexes,21789,21473,45356,73399,2.08,3.42,16090,35-39 years
4888,2010/11,Emergency,S92000003,35-39 years,Female,11004,10852,23144,35611,2.1,3.28,8156,35-39 years
4889,2010/11,Emergency,S92000003,35-39 years,Male,10785,10621,22212,37788,2.06,3.56,7934,35-39 years
4890,2010/11,Emergency,S92000003,40-44 years,All Sexes,26844,26438,62048,99016,2.31,3.75,19430,40-44 years
4891,2010/11,Emergency,S92000003,40-44 years,Female,13162,12988,30304,46478,2.3,3.58,9611,40-44 years
4892,2010/11,Emergency,S92000003,40-44 years,Male,13682,13450,31744,52538,2.32,3.91,9819,40-44 years
4893,2010/11,Emergency,S92000003,45-49 years,All Sexes,30000,29491,72911,125370,2.43,4.25,21350,45-49 years
4894,2010/11,Emergency,S92000003,45-49 years,Female,14680,14447,36901,58342,2.51,4.04,10538,45-49 years
4895,2010/11,Emergency,S92000003,45-49 years,Male,15320,15044,36010,67028,2.35,4.46,10812,45-49 years
4896,2010/11,Emergency,S92000003,5-9 years,All Sexes,10352,10212,14985,17793,1.45,1.74,8396,5-9 years
4897,2010/11,Emergency,S92000003,5-9 years,Female,4390,4340,6830,7720,1.56,1.78,3530,5-9 years
4898,2010/11,Emergency,S92000003,5-9 years,Male,5963,5872,8155,10070,1.37,1.71,4867,5-9 years
4899,2010/11,Emergency,S92000003,50-54 years,All Sexes,31212,30567,86551,156340,2.77,5.11,21940,50-54 years
4900,2010/11,Emergency,S92000003,50-54 years,Female,14817,14564,43184,74569,2.91,5.12,10537,50-54 years
4901,2010/11,Emergency,S92000003,50-54 years,Male,16395,16003,43367,81771,2.65,5.11,11403,50-54 years
4902,2010/11,Emergency,S92000003,55-59 years,All Sexes,30911,30233,98726,185384,3.19,6.13,21462,55-59 years
4903,2010/11,Emergency,S92000003,55-59 years,Female,14290,14030,46515,83135,3.26,5.93,10040,55-59 years
4904,2010/11,Emergency,S92000003,55-59 years,Male,16618,16200,52210,102249,3.14,6.31,11421,55-59 years
4905,2010/11,Emergency,S92000003,60-64 years,All Sexes,37461,36488,131015,260859,3.5,7.15,25346,60-64 years
4906,2010/11,Emergency,S92000003,60-64 years,Female,17046,16663,61665,118101,3.62,7.09,11677,60-64 years
4907,2010/11,Emergency,S92000003,60-64 years,Male,20415,19825,69350,142758,3.4,7.2,13669,60-64 years
4908,2010/11,Emergency,S92000003,65-69 years,All Sexes,37497,36544,147445,312408,3.93,8.55,24883,65-69 years
4909,2010/11,Emergency,S92000003,65-69 years,Female,17590,17170,69955,143795,3.98,8.37,11905,65-69 years
4910,2010/11,Emergency,S92000003,65-69 years,Male,19905,19374,77485,168605,3.89,8.7,12977,65-69 years
4911,2010/11,Emergency,S92000003,65 years and over,All Sexes,226493,221100,1070880,2859323,4.73,12.93,146531,NA
4912,2010/11,Emergency,S92000003,65 years and over,Female,125234,122448,628440,1710918,5.02,13.97,82459,NA
4913,2010/11,Emergency,S92000003,65 years and over,Male,101260,98650,442435,1148400,4.37,11.64,64070,NA
4914,2010/11,Emergency,S92000003,70-74 years,All Sexes,43546,42384,177410,411106,4.07,9.7,28177,70-74 years
4915,2010/11,Emergency,S92000003,70-74 years,Female,21594,21040,92247,211050,4.27,10.03,14208,70-74 years
4916,2010/11,Emergency,S92000003,70-74 years,Male,21952,21344,85160,200055,3.88,9.37,13969,70-74 years
4917,2010/11,Emergency,S92000003,75-79 years,All Sexes,47871,46781,213624,559972,4.46,11.97,30611,75-79 years
4918,2010/11,Emergency,S92000003,75-79 years,Female,25318,24739,119546,314065,4.72,12.7,16456,75-79 years
4919,2010/11,Emergency,S92000003,75-79 years,Male,22553,22042,94078,245907,4.17,11.16,14155,75-79 years
4920,2010/11,Emergency,S92000003,75 years and over,All Sexes,145450,142172,746025,2135809,5.13,15.02,93471,NA
4921,2010/11,Emergency,S92000003,75 years and over,Female,86049,84239,466237,1356074,5.42,16.1,56346,NA
4922,2010/11,Emergency,S92000003,75 years and over,Male,59401,57933,279790,779735,4.71,13.46,37125,NA
4923,2010/11,Emergency,S92000003,80-84 years,All Sexes,44980,43866,226555,641271,5.04,14.62,29028,80-84 years
4924,2010/11,Emergency,S92000003,80-84 years,Female,25797,25236,135737,390574,5.26,15.48,17070,80-84 years
4925,2010/11,Emergency,S92000003,80-84 years,Male,19183,18630,90820,250697,4.73,13.46,11958,80-84 years
4926,2010/11,Emergency,S92000003,85-89 years,All Sexes,33498,32795,188620,575406,5.63,17.55,21607,85-89 years
4927,2010/11,Emergency,S92000003,85-89 years,Female,21225,20830,125045,385720,5.89,18.52,13935,85-89 years
4928,2010/11,Emergency,S92000003,85-89 years,Male,12275,11965,63575,189685,5.18,15.85,7670,85-89 years
4929,2010/11,Emergency,S92000003,85 years and over,All Sexes,52599,51525,305846,934566,5.81,18.14,33832,NA
4930,2010/11,Emergency,S92000003,85 years and over,Female,34934,34264,210954,651435,6.04,19.01,22820,NA
4931,2010/11,Emergency,S92000003,85 years and over,Male,17665,17261,94892,283131,5.37,16.4,11012,NA
4932,2010/11,Emergency,S92000003,90 years and over,All Sexes,19101,18730,117226,359160,6.14,19.18,12225,90 years and over
4933,2010/11,Emergency,S92000003,90 years and over,Female,13710,13435,85910,265715,6.27,19.78,8885,90 years and over
4934,2010/11,Emergency,S92000003,90 years and over,Male,5390,5295,31315,93445,5.81,17.65,3340,90 years and over
4935,2010/11,Emergency,S92000003,All Ages,All Sexes,537262,526601,1788375,4056285,3.33,7.7,374479,NA
4936,2010/11,Emergency,S92000003,All Ages,Female,275567,270567,981910,2270535,3.56,8.39,192766,NA
4937,2010/11,Emergency,S92000003,All Ages,Male,261690,256029,806455,1785738,3.08,6.97,181708,NA
6067,2010/11,Transfer,S92000003,Under 18 years,All Sexes,8299,285,41633,6635,5.02,23.28,4654,NA
6068,2010/11,Transfer,S92000003,Under 18 years,Female,3756,135,18257,2633,4.86,19.5,2164,NA
6069,2010/11,Transfer,S92000003,Under 18 years,Male,4543,150,23376,4000,5.15,26.67,2490,NA
6070,2010/11,Transfer,S92000003,0-4 years,All Sexes,4217,179,26257,5225,6.23,29.19,2066,0-4 years
6071,2010/11,Transfer,S92000003,0-4 years,Female,1807,80,11209,1660,6.2,20.75,903,0-4 years
6072,2010/11,Transfer,S92000003,0-4 years,Male,2410,99,15048,3566,6.24,36.02,1163,0-4 years
6073,2010/11,Transfer,S92000003,10-14 years,All Sexes,1516,37,5504,737,3.63,19.92,952,10-14 years
6074,2010/11,Transfer,S92000003,10-14 years,Female,745,20,2680,700,3.6,35,464,10-14 years
6075,2010/11,Transfer,S92000003,10-14 years,Male,775,20,2825,37,3.65,1.85,488,10-14 years
6076,2010/11,Transfer,S92000003,15-19 years,All Sexes,2813,102,11750,985,4.18,9.66,1809,15-19 years
6077,2010/11,Transfer,S92000003,15-19 years,Female,1435,56,5030,146,3.51,2.61,966,15-19 years
6078,2010/11,Transfer,S92000003,15-19 years,Male,1378,46,6720,839,4.88,18.24,843,15-19 years
6079,2010/11,Transfer,S92000003,20-24 years,All Sexes,3415,134,15122,845,4.43,6.31,2219,20-24 years
6080,2010/11,Transfer,S92000003,20-24 years,Female,1750,75,7130,295,4.07,3.93,1154,20-24 years
6081,2010/11,Transfer,S92000003,20-24 years,Male,1665,60,7990,555,4.8,9.25,1065,20-24 years
6082,2010/11,Transfer,S92000003,25-29 years,All Sexes,4002,147,18090,1020,4.52,6.94,2560,25-29 years
6083,2010/11,Transfer,S92000003,25-29 years,Female,2132,94,8239,525,3.86,5.59,1358,25-29 years
6084,2010/11,Transfer,S92000003,25-29 years,Male,1870,53,9851,500,5.27,9.43,1202,25-29 years
6085,2010/11,Transfer,S92000003,30-34 years,All Sexes,4162,167,20862,1275,5.01,7.63,2570,30-34 years
6086,2010/11,Transfer,S92000003,30-34 years,Female,2065,95,9815,395,4.75,4.16,1279,30-34 years
6087,2010/11,Transfer,S92000003,30-34 years,Male,2097,70,11047,885,5.27,12.64,1291,30-34 years
6088,2010/11,Transfer,S92000003,35-39 years,All Sexes,5722,184,32473,1580,5.68,8.59,3402,35-39 years
6089,2010/11,Transfer,S92000003,35-39 years,Female,2768,116,15431,1195,5.57,10.3,1650,35-39 years
6090,2010/11,Transfer,S92000003,35-39 years,Male,2954,68,17042,385,5.77,5.66,1752,35-39 years
6091,2010/11,Transfer,S92000003,40-44 years,All Sexes,7866,180,51244,11530,6.51,64.06,4606,40-44 years
6092,2010/11,Transfer,S92000003,40-44 years,Female,3614,83,23013,5750,6.37,69.28,2115,40-44 years
6093,2010/11,Transfer,S92000003,40-44 years,Male,4252,97,28231,5780,6.64,59.59,2491,40-44 years
6094,2010/11,Transfer,S92000003,45-49 years,All Sexes,10479,197,66444,3070,6.34,15.58,6000,45-49 years
6095,2010/11,Transfer,S92000003,45-49 years,Female,4739,89,30331,1428,6.4,16.04,2828,45-49 years
6096,2010/11,Transfer,S92000003,45-49 years,Male,5740,108,36113,1640,6.29,15.19,3172,45-49 years
6097,2010/11,Transfer,S92000003,5-9 years,All Sexes,1122,23,4395,355,3.92,15.43,700,5-9 years
6098,2010/11,Transfer,S92000003,5-9 years,Female,475,11,1905,226,4.01,20.55,295,5-9 years
6099,2010/11,Transfer,S92000003,5-9 years,Male,645,12,2490,130,3.86,10.83,405,5-9 years
6100,2010/11,Transfer,S92000003,50-54 years,All Sexes,13118,229,85615,3555,6.53,15.52,7105,50-54 years
6101,2010/11,Transfer,S92000003,50-54 years,Female,5719,83,39670,2340,6.94,28.19,3218,50-54 years
6102,2010/11,Transfer,S92000003,50-54 years,Male,7399,146,45944,1215,6.21,8.32,3887,50-54 years
6103,2010/11,Transfer,S92000003,55-59 years,All Sexes,15725,278,107144,5695,6.81,20.49,8119,55-59 years
6104,2010/11,Transfer,S92000003,55-59 years,Female,6592,115,45487,3235,6.9,28.13,3504,55-59 years
6105,2010/11,Transfer,S92000003,55-59 years,Male,9133,165,61657,2455,6.75,14.88,4615,55-59 years
6106,2010/11,Transfer,S92000003,60-64 years,All Sexes,21482,356,158364,8385,7.37,23.55,10814,60-64 years
6107,2010/11,Transfer,S92000003,60-64 years,Female,8899,149,67102,2506,7.54,16.82,4648,60-64 years
6108,2010/11,Transfer,S92000003,60-64 years,Male,12583,207,91262,5880,7.25,28.41,6166,60-64 years
6109,2010/11,Transfer,S92000003,65-69 years,All Sexes,23836,351,196434,7680,8.24,21.88,11833,65-69 years
6110,2010/11,Transfer,S92000003,65-69 years,Female,10440,160,86825,2820,8.32,17.62,5358,65-69 years
6111,2010/11,Transfer,S92000003,65-69 years,Male,13395,190,109609,4860,8.18,25.58,6475,65-69 years
6112,2010/11,Transfer,S92000003,65 years and over,All Sexes,163955,2476,1960917,67753,11.96,27.36,83456,NA
6113,2010/11,Transfer,S92000003,65 years and over,Female,89772,1357,1171116,40600,13.05,29.92,46887,NA
6114,2010/11,Transfer,S92000003,65 years and over,Male,74180,1119,789770,27155,10.65,24.27,36570,NA
6115,2010/11,Transfer,S92000003,70-74 years,All Sexes,29814,437,269085,8530,9.03,19.52,14735,70-74 years
6116,2010/11,Transfer,S92000003,70-74 years,Female,14195,199,133949,4465,9.44,22.44,7238,70-74 years
6117,2010/11,Transfer,S92000003,70-74 years,Male,15620,238,135136,4065,8.65,17.08,7497,70-74 years
6118,2010/11,Transfer,S92000003,75-79 years,All Sexes,35469,525,387933,13695,10.94,26.09,17660,75-79 years
6119,2010/11,Transfer,S92000003,75-79 years,Female,18380,261,213600,6110,11.62,23.41,9344,75-79 years
6120,2010/11,Transfer,S92000003,75-79 years,Male,17089,264,174335,7585,10.2,28.73,8316,75-79 years
6121,2010/11,Transfer,S92000003,75 years and over,All Sexes,110305,1688,1495398,51545,13.56,30.54,56888,NA
6122,2010/11,Transfer,S92000003,75 years and over,Female,65136,996,950342,33310,14.59,33.44,34291,NA
6123,2010/11,Transfer,S92000003,75 years and over,Male,45170,692,545025,18235,12.07,26.35,22595,NA
6124,2010/11,Transfer,S92000003,80-84 years,All Sexes,34210,529,447764,15695,13.09,29.67,17619,80-84 years
6125,2010/11,Transfer,S92000003,80-84 years,Female,19657,316,274864,10910,13.98,34.53,10365,80-84 years
6126,2010/11,Transfer,S92000003,80-84 years,Male,14550,213,172870,4785,11.88,22.46,7255,80-84 years
6127,2010/11,Transfer,S92000003,85-89 years,All Sexes,25946,406,407764,14285,15.72,35.18,13703,85-89 years
6128,2010/11,Transfer,S92000003,85-89 years,Female,16541,265,274080,10578,16.57,39.92,8847,85-89 years
6129,2010/11,Transfer,S92000003,85-89 years,Male,9405,140,133685,3705,14.21,26.46,4856,85-89 years
6130,2010/11,Transfer,S92000003,85 years and over,All Sexes,40626,634,659701,22155,16.24,34.94,21609,NA
6131,2010/11,Transfer,S92000003,85 years and over,Female,27099,419,461878,16290,17.04,38.88,14582,NA
6132,2010/11,Transfer,S92000003,85 years and over,Male,13527,215,197823,5865,14.62,27.28,7027,NA
6133,2010/11,Transfer,S92000003,90 years and over,All Sexes,14680,228,251937,7870,17.16,34.52,7906,90 years and over
6134,2010/11,Transfer,S92000003,90 years and over,Female,10558,155,187800,5715,17.79,36.87,5735,90 years and over
6135,2010/11,Transfer,S92000003,90 years and over,Male,4122,75,64140,2155,15.56,28.73,2171,90 years and over
6136,2010/11,Transfer,S92000003,All Ages,All Sexes,259594,4689,2564180,112018,9.88,23.89,136378,NA
6137,2010/11,Transfer,S92000003,All Ages,Female,132512,2420,1438162,60995,10.85,25.2,71269,NA
6138,2010/11,Transfer,S92000003,All Ages,Male,127080,2265,1125985,51020,8.86,22.53,65110,NA
7208,2011/12,All Inpatients,S92000003,Under 18 years,All Sexes,86893,78620,161516,159528,1.86,2.03,58626,NA
7209,2011/12,All Inpatients,S92000003,Under 18 years,Female,39128,35319,74963,74099,1.92,2.1,26220,NA
